数据时间,1#炉膛上部温度,1#炉膛中部温度,2#炉膛上部温度,2#炉膛中部温度,3#炉膛上部温度,3#炉膛中部温度,1#炉炉膛负压,2#炉膛负压,3#炉膛压力,1#炉一次风机速度反馈,1#炉一次风机已运行,2#炉一次风机速度反馈,2#炉一次风机已运行,3#炉一次风机速度反馈,3#炉一次风机已运行,1#炉二次风机速度反馈,1#炉二次风机已运行,2#炉二次风机速度反馈,2#炉二次风机已运行,3#炉二次风机速度反馈,3#炉二次风机已运行,1#炉引风机速度反馈,1#炉引风机已运行,2#炉引风机速度反馈,2#炉引风机已运行,3#炉引风机速度反馈,3#SNCRz除盐水流量,3#SNC尿素溶液流量,1#炉雾化石灰浆流量,2#炉雾化石灰浆流量,3#炉雾化石灰浆流量,1#炉SNCR炉膛出口温度,2#炉SNCR炉膛出口温度,3#炉SNCR炉膛出口温度,1#炉布袋除尘器压差,1#炉布袋除尘器入口温度,2#炉布袋除尘器压差,2#炉布袋除尘器入口温度,3#炉布袋除尘器压差,3#炉布袋除尘器入口温度,1#炉烟气温度,1#炉烟气压力,1#炉烟气流量,1#炉烟气湿度,1#炉烟气O2,1#炉烟气KLW（折算）,1#炉烟气SO2（折算）,1#炉烟气NOX（折算）,1#炉烟气CO（折算）,1#炉烟气HCL（折算）,2#炉烟气温度,2#炉烟气压力,2#炉烟气流量,2#炉烟气湿度,2#炉烟气O2,2#炉烟气KLW（折算）,2#炉烟气SO2（折算）,2#炉烟气NOX（折算）,2#炉烟气CO（折算）,2#炉烟气HCL（折算）,3#炉烟气温度,3#炉烟气压力,3#炉烟气流速,3#炉烟气湿度,3#炉烟气O2,3#炉烟气粉尘（折算）,3#炉烟气SO2（折算）,3#炉烟气NOX（折算）,3#炉烟气CO（折算）,3#炉烟气HCL（折算）
2025-05-23 17:58:00,348.46,1047.28,1046.69,1095.44,908.44,897.97,-9.25,-95.60,5.75,19.12,1.00,18.67,1.00,49.50,1.00,40.58,1.00,27.63,1.00,34.47,1.00,24.65,1.00,21.15,1.00,37.94,0.00,31.75,675.00,1358.00,0.00,327.92,351.91,794.88,-2255.90,126.12,-2156.15,181.71,2309.25,174.08,98.01,5.00,11.17,11.32,18.49,32.90,159.19,152.57,241.11,1.04,172.35,-153.00,24.52,7.91,11.38,3.95,6.03,141.17,5.20,4.43,155.81,0.00,18.98,18.03,11.87,5.05,19.60,42.74,7.38,1.34
2025-05-23 18:00:00,338.19,1032.59,1039.42,1090.77,903.89,913.32,-10.05,-104.90,-42.60,19.12,1.00,18.59,1.00,49.51,1.00,40.58,1.00,27.63,1.00,34.48,1.00,24.68,1.00,21.15,1.00,37.92,0.00,31.95,683.00,1412.00,12.00,313.69,331.83,788.10,-2234.40,126.33,-2236.00,181.89,2312.20,174.24,98.24,5.00,11.47,11.32,19.18,7.37,29.04,35.15,46.91,0.23,172.35,-139.00,26.53,8.26,12.10,4.14,23.96,154.59,5.45,4.50,155.87,0.00,17.15,18.23,11.27,5.41,75.19,24.89,73.08,3.20
2025-05-23 18:02:00,328.77,1030.12,1030.38,1086.60,903.50,932.88,-7.15,-89.70,-30.75,19.12,1.00,18.59,1.00,49.51,1.00,40.58,1.00,27.63,1.00,34.46,1.00,24.66,1.00,21.15,1.00,37.92,0.00,31.83,691.00,1404.00,0.00,307.58,324.22,775.62,-2247.00,126.42,-2198.45,181.89,2880.88,174.78,98.36,-18.00,10.99,11.32,19.15,7.23,26.04,29.03,44.23,0.23,172.46,-147.00,26.59,8.76,12.06,4.32,35.26,159.17,4.38,4.51,155.91,0.00,18.75,18.48,10.92,4.11,100.00,21.06,244.55,2.28
2025-05-23 18:20:00,313.62,1049.62,1042.08,1093.36,907.20,864.43,-11.55,-84.75,-65.10,19.11,1.00,18.50,1.00,49.48,1.00,40.56,1.00,27.63,1.00,36.93,1.00,24.66,1.00,21.15,1.00,39.42,0.00,31.87,691.00,1237.00,0.00,294.90,309.40,795.90,-2247.75,127.64,-2400.75,183.00,2532.60,175.88,99.61,-8.00,10.94,11.32,19.18,7.46,28.04,25.86,45.98,0.23,172.93,-153.00,24.53,10.44,11.29,4.17,30.26,155.00,5.02,4.38,157.61,5.00,21.35,17.15,12.32,5.65,21.03,35.05,5.52,2.65
2025-05-23 18:22:00,307.12,1036.94,1030.90,1084.66,907.59,865.02,-6.45,-68.95,-113.05,19.12,1.00,18.55,1.00,49.51,1.00,40.55,1.00,27.63,1.00,36.94,1.00,24.67,1.00,21.15,1.00,39.42,0.00,31.83,685.00,1349.00,7.00,289.25,302.58,790.50,-2259.55,127.76,-2407.90,183.20,2498.28,176.33,99.74,6.00,11.08,11.32,19.28,7.26,24.05,21.27,35.44,0.23,173.14,-145.00,23.39,9.43,11.28,4.25,22.13,142.67,6.06,4.38,157.63,0.00,16.02,16.65,12.63,6.28,23.30,39.72,5.73,2.15
2025-05-23 18:24:00,307.19,1049.03,1032.20,1086.93,906.42,865.02,-17.10,-81.20,-46.35,19.12,1.00,18.47,1.00,49.49,1.00,40.57,1.00,27.63,1.00,35.71,1.00,24.67,1.00,21.15,1.00,39.05,0.00,31.77,683.00,1265.00,0.00,292.04,308.82,776.28,-2246.50,127.76,-2387.20,183.62,2469.62,175.18,99.84,6.00,11.48,11.32,19.46,7.26,24.05,27.58,132.64,0.23,173.26,-176.00,25.54,9.20,10.80,4.06,18.05,154.86,5.02,4.38,157.44,6.25,18.61,16.65,12.51,6.25,14.29,36.10,5.53,1.22
2025-05-23 18:26:00,318.50,1041.17,1030.32,1087.84,909.87,868.14,-16.20,-74.55,-51.50,19.11,1.00,18.56,1.00,49.49,1.00,40.55,1.00,27.63,1.00,35.69,1.00,24.66,1.00,21.15,1.00,39.05,0.00,31.75,683.00,1269.00,0.00,302.25,326.69,771.54,-2239.25,127.86,-2373.70,183.48,2498.48,175.09,99.96,6.00,10.68,11.32,18.56,29.13,222.72,53.95,500.00,0.91,173.26,-145.00,24.96,10.71,10.99,3.79,11.87,147.21,5.98,4.37,157.41,1.25,19.58,16.80,12.33,5.68,25.62,35.95,8.33,2.59
2025-05-23 18:28:00,330.59,1046.57,1032.92,1088.43,911.11,895.96,-11.50,-63.90,-62.20,19.13,1.00,18.49,1.00,49.48,1.00,40.55,1.00,27.63,1.00,35.70,1.00,24.67,1.00,21.15,1.00,39.04,0.00,31.57,672.00,1390.00,0.00,312.07,341.51,757.20,-2227.65,127.86,-2329.50,183.81,2521.55,175.09,99.94,-2.00,11.03,11.32,18.36,26.25,500.00,10.92,500.00,0.83,173.26,-191.00,24.44,8.26,11.58,3.70,22.36,149.62,5.84,4.33,157.35,0.00,16.20,17.39,11.53,5.18,66.83,32.17,53.55,0.62
2025-05-23 18:30:00,375.05,1047.02,1034.21,1092.71,909.87,887.05,-19.35,-65.80,-35.40,19.11,1.00,18.25,1.00,49.49,1.00,40.56,1.00,27.63,1.00,43.17,1.00,24.68,1.00,21.15,1.00,40.27,0.00,31.85,685.00,1216.00,3.00,391.62,465.01,771.78,-2243.40,128.07,-2404.30,183.90,2649.15,174.98,100.19,6.00,10.39,11.32,17.51,21.61,500.00,0.11,500.00,0.67,173.49,-199.00,21.36,9.77,11.37,4.20,50.51,176.95,5.11,4.41,157.48,0.00,20.45,16.51,12.17,5.76,91.95,31.66,13.90,0.55
2025-05-23 18:32:00,444.01,1059.70,1046.63,1099.93,915.46,881.40,-19.00,-55.90,9.45,19.12,1.00,18.49,1.00,49.48,1.00,40.56,1.00,27.63,1.00,43.16,1.00,24.67,1.00,21.15,1.00,40.29,0.00,31.75,691.00,1415.00,0.00,420.16,486.59,780.84,-2237.30,128.35,-2391.60,184.02,2662.25,177.07,100.32,-18.00,11.37,11.32,17.09,19.82,500.00,44.73,500.00,0.61,173.49,-208.00,24.09,10.29,10.70,3.72,77.42,169.37,4.87,4.34,157.65,0.00,22.30,16.40,12.30,5.96,30.42,59.00,1.41,0.65
2025-05-23 18:34:00,429.26,1061.26,1050.20,1098.31,921.57,892.58,-18.15,-56.90,-34.50,19.12,1.00,18.49,1.00,49.49,1.00,40.56,1.00,27.63,1.00,43.17,1.00,24.67,1.00,21.15,1.00,41.01,0.00,31.87,680.00,1314.00,1.00,403.78,449.02,771.78,-2235.40,128.58,-2399.30,184.10,2737.32,177.79,100.41,-1.00,11.33,11.32,17.35,21.80,500.00,4.78,500.00,0.70,173.26,-185.00,23.63,10.59,10.73,3.72,101.32,157.79,7.70,4.33,157.84,0.00,19.38,17.31,11.48,5.64,28.74,44.81,16.42,1.35
2025-05-23 18:36:00,408.98,1058.79,1048.45,1097.72,927.81,898.56,-19.05,-65.25,-33.15,19.11,1.00,18.46,1.00,49.49,1.00,40.56,1.00,27.63,1.00,43.15,1.00,24.65,1.00,21.15,1.00,41.02,0.00,31.86,683.00,1291.00,7.00,382.39,414.31,770.04,-2240.05,128.64,-2413.35,184.23,2741.43,178.81,100.53,-8.00,10.64,11.32,17.83,23.46,500.00,5.01,500.00,0.73,173.49,-191.00,24.38,10.14,10.31,3.60,116.06,113.03,25.25,4.27,158.14,0.00,20.67,16.72,11.66,6.00,42.26,57.86,10.26,0.95
2025-05-23 18:38:00,391.82,1057.88,1046.05,1093.82,927.74,898.36,-18.60,-69.20,-53.60,19.12,1.00,18.23,1.00,49.51,1.00,40.55,1.00,27.63,1.00,43.17,1.00,24.68,1.00,21.15,1.00,41.01,0.00,31.77,680.00,1353.00,8.00,368.94,394.55,777.90,-2244.55,128.76,-2486.75,184.53,2767.45,179.44,100.63,21.00,11.11,11.32,17.83,25.11,500.00,5.33,500.00,0.78,173.49,-208.00,24.93,10.26,10.59,3.60,115.71,147.07,5.80,4.32,158.33,0.00,19.74,16.77,12.12,5.63,25.71,69.96,2.87,1.12
2025-05-23 18:40:00,385.38,1057.94,1044.81,1096.03,922.80,884.46,-22.85,-64.50,-36.90,19.12,1.00,18.16,1.00,49.48,1.00,40.56,1.00,27.63,1.00,43.13,1.00,24.69,1.00,21.15,1.00,41.01,0.00,31.75,675.00,1280.00,0.00,355.16,381.55,786.30,-2247.60,128.88,-2494.10,184.62,2768.48,179.55,100.77,14.00,11.02,11.32,17.93,24.51,500.00,5.15,500.00,0.75,173.93,-200.00,23.08,10.26,10.87,3.60,121.16,138.13,7.59,4.31,158.46,0.00,19.47,16.04,12.27,5.24,24.10,70.33,1.35,1.75
2025-05-23 18:42:00,381.81,1053.39,1035.97,1087.06,921.57,859.62,-19.30,-50.20,-72.00,19.11,1.00,18.19,1.00,49.48,1.00,40.57,1.00,27.63,1.00,38.17,1.00,24.67,1.00,21.15,1.00,39.91,0.00,31.75,698.00,1416.00,5.00,355.03,386.68,809.76,-2255.10,129.19,-2447.30,184.74,2754.88,179.10,100.89,21.00,11.00,11.32,17.94,24.67,500.00,5.18,500.00,0.76,173.82,-186.00,26.08,9.58,10.95,4.12,82.48,158.39,4.98,4.37,158.62,0.00,18.98,15.82,12.95,7.25,15.56,68.28,0.78,4.01
2025-05-23 18:44:00,390.07,1058.98,1040.32,1092.52,929.30,878.41,-18.20,-59.20,-62.35,19.11,1.00,18.15,1.00,49.50,1.00,40.56,1.00,27.63,1.00,35.69,1.00,24.69,1.00,21.15,1.00,41.88,0.00,31.96,687.00,1420.00,0.00,361.92,400.01,775.02,-2248.20,129.27,-2485.40,184.95,2871.35,178.09,101.01,-11.00,10.92,11.32,17.92,24.26,500.00,5.15,500.00,0.75,173.82,-208.00,25.69,9.82,10.24,3.68,65.54,126.06,9.31,4.28,158.25,1.25,15.60,15.93,12.79,5.67,19.62,65.00,1.38,1.94
2025-05-23 18:46:00,390.00,1067.30,1043.38,1090.38,929.30,876.07,-19.30,-44.65,-62.30,19.11,1.00,18.18,1.00,49.48,1.00,40.55,1.00,27.63,1.00,35.67,1.00,24.65,1.00,21.15,1.00,38.16,0.00,31.85,673.00,1202.00,0.00,362.76,400.46,780.36,-2255.45,129.38,-2443.35,185.16,2402.12,177.07,101.10,-1.00,11.38,11.32,17.75,22.59,500.00,4.79,500.00,0.70,173.47,-140.00,24.83,10.85,10.18,3.59,63.93,90.95,55.86,4.25,157.97,0.00,20.65,16.11,12.41,5.70,64.45,40.75,7.57,1.94
2025-05-23 18:48:00,394.74,1068.60,1053.26,1099.73,928.07,878.86,-9.90,-36.40,-68.00,19.12,1.00,18.13,1.00,49.49,1.00,40.57,1.00,27.63,1.00,35.68,1.00,24.68,1.00,21.15,1.00,38.16,0.00,31.85,686.00,1238.00,5.00,372.97,419.12,775.02,-2252.45,129.60,-2481.10,185.34,2400.48,176.02,101.22,-25.00,11.26,11.32,17.78,23.17,500.00,4.96,500.00,0.73,173.60,-192.00,22.31,9.97,10.17,3.32,81.70,92.01,21.53,4.22,157.97,1.25,20.24,16.51,12.36,6.31,78.56,42.67,5.40,3.18
2025-05-23 18:50:00,417.49,1071.79,1054.69,1103.44,926.77,873.15,-16.40,-34.50,-22.85,19.13,1.00,18.17,1.00,49.49,1.00,40.56,1.00,27.63,1.00,35.69,1.00,24.68,1.00,21.15,1.00,38.13,0.00,31.83,699.00,1358.00,0.00,410.28,475.61,778.02,-2237.65,129.79,-2503.60,185.35,2422.70,175.27,101.34,-2.00,11.15,11.32,17.50,22.53,500.00,4.62,500.00,0.68,174.04,-170.00,24.58,9.43,10.21,3.72,53.19,144.43,5.48,4.24,157.88,1.25,19.57,16.19,12.28,5.66,43.42,43.73,6.22,2.22
2025-05-23 18:52:00,435.82,1068.80,1056.38,1104.29,932.29,884.00,-14.75,-82.85,-78.10,19.11,1.00,18.25,1.00,49.49,1.00,40.56,1.00,27.63,1.00,35.67,1.00,24.68,1.00,21.15,1.00,38.16,0.00,31.84,691.00,1288.00,2.00,403.33,450.65,760.56,-2241.05,129.87,-2676.95,185.88,2409.20,175.70,101.46,-2.00,11.38,11.32,17.34,18.59,500.00,7.55,500.00,0.57,174.27,-199.00,24.68,9.54,10.55,3.40,49.46,134.71,7.25,4.24,157.76,0.00,19.14,16.40,11.87,5.88,17.00,51.51,3.01,0.99
2025-05-23 18:54:00,421.65,1060.80,1050.46,1104.87,934.31,889.33,-16.05,-38.50,-87.90,19.12,1.00,18.16,1.00,49.51,1.00,40.56,1.00,27.63,1.00,35.68,1.00,24.66,1.00,21.15,1.00,38.16,0.00,31.87,700.00,1460.00,7.00,389.74,426.86,757.26,-2251.60,130.20,-2706.40,186.00,2407.73,175.50,101.57,13.00,11.44,11.32,17.54,21.50,500.00,4.53,500.00,0.66,175.04,-167.00,27.85,9.43,11.10,3.55,54.42,129.32,9.32,4.27,157.69,3.75,18.68,16.61,11.91,5.72,11.34,64.20,1.81,0.98
2025-05-23 18:56:00,407.29,1056.18,1044.74,1101.88,932.23,891.28,-17.15,-43.80,-38.85,19.12,1.00,18.14,1.00,49.49,1.00,40.56,1.00,27.63,1.00,35.69,1.00,24.66,1.00,21.15,1.00,38.17,0.00,31.86,688.00,1446.00,8.00,378.62,410.34,766.62,-2256.75,130.32,-2970.50,186.39,2420.23,175.50,101.57,-16.00,10.93,11.32,17.60,21.80,500.00,4.50,500.00,0.68,175.35,-146.00,26.13,8.98,11.06,3.98,12.86,163.15,5.00,4.36,157.61,0.00,19.41,16.72,11.86,5.90,14.29,73.56,1.71,0.83
2025-05-23 18:58:00,392.08,1054.17,1044.74,1106.69,930.41,890.89,-13.65,-147.00,-16.20,19.12,1.00,18.17,1.00,49.49,1.00,40.55,1.00,27.63,1.00,35.67,1.00,24.66,1.00,21.15,1.00,38.44,0.00,31.85,677.00,1361.00,3.00,362.57,392.60,784.20,-2249.85,130.59,-2874.45,186.68,2453.68,176.02,101.67,-9.00,11.16,11.32,17.60,22.35,500.00,4.50,500.00,0.68,175.77,-145.00,30.56,8.16,11.46,3.78,18.28,174.31,5.08,4.39,157.61,0.00,17.22,17.24,11.38,5.15,10.52,56.05,6.23,2.20
2025-05-23 19:00:00,390.52,1048.71,1040.78,1104.42,930.02,894.14,-13.85,-113.45,-19.15,19.11,1.00,18.15,1.00,49.52,1.00,40.56,1.00,27.63,1.00,35.71,1.00,24.66,1.00,21.15,1.00,38.43,0.00,31.94,692.00,1322.00,7.00,357.70,388.70,785.16,-2242.00,130.59,-2771.85,186.61,2448.90,175.88,101.80,-1.00,10.28,11.32,17.88,24.07,288.08,34.40,500.00,0.75,175.44,-183.00,29.70,7.93,11.91,4.03,5.08,178.78,5.31,4.45,157.61,0.00,13.45,17.10,11.78,5.88,16.01,51.50,4.12,1.76
2025-05-23 19:02:00,380.58,1048.52,1038.18,1101.10,931.38,909.02,-12.55,-109.55,-33.15,19.12,1.00,18.12,1.00,49.49,1.00,40.56,1.00,27.63,1.00,38.17,1.00,24.67,1.00,21.15,1.00,39.40,0.00,31.86,685.00,1170.00,0.00,352.76,382.65,785.82,-2259.45,130.82,-2330.55,186.91,2569.25,175.50,101.91,-10.00,11.08,11.32,17.95,25.11,246.98,45.80,500.00,0.77,176.24,-169.00,26.69,7.66,11.76,3.94,6.06,175.88,5.23,4.43,157.56,0.00,14.60,17.05,11.46,5.83,18.82,46.07,23.40,1.58
2025-05-23 19:04:00,375.96,1032.01,1025.57,1093.62,931.90,903.04,-16.55,-82.85,-12.20,19.11,1.00,18.13,1.00,49.49,1.00,40.56,1.00,27.63,1.00,39.39,1.00,24.68,1.00,21.15,1.00,39.38,0.00,31.94,695.00,1241.00,8.00,348.01,377.98,779.94,-2243.10,130.99,-1717.90,187.03,2577.35,175.61,102.02,14.00,10.92,11.32,18.06,25.33,257.07,46.43,500.00,0.78,175.67,-124.00,24.06,8.41,12.48,4.66,0.89,174.11,5.75,4.57,157.71,0.00,16.90,16.75,11.81,5.59,11.97,70.04,1.26,1.81
2025-05-23 19:06:00,370.57,1038.05,1016.47,1091.16,935.03,913.25,-12.40,-91.80,7.70,19.12,1.00,18.14,1.00,49.51,1.00,40.56,1.00,27.63,1.00,39.41,1.00,24.66,1.00,21.15,1.00,40.65,0.00,31.97,692.00,1318.00,7.00,345.54,375.38,775.98,-2241.85,131.12,-1876.10,187.26,2700.58,176.62,102.13,6.00,10.96,11.32,18.12,24.91,264.70,45.40,500.00,0.76,174.62,-125.00,24.77,8.53,11.21,3.68,0.78,131.77,5.08,4.39,158.04,3.75,19.68,17.28,11.59,5.42,9.78,74.01,6.87,1.38
2025-05-23 19:08:00,368.35,1040.26,1017.12,1091.74,937.76,918.65,-15.10,-75.55,-41.45,19.12,1.00,18.05,1.00,49.49,1.00,40.56,1.00,27.63,1.00,39.40,1.00,24.66,1.00,21.15,1.00,40.63,0.00,31.86,680.00,1375.00,0.00,339.69,366.21,769.14,-2254.05,131.22,-1701.35,187.26,2692.80,176.85,102.27,0.00,10.56,11.32,18.14,26.41,223.17,48.00,459.84,0.81,173.70,-162.00,21.85,8.88,11.42,4.12,24.22,139.61,5.25,4.43,158.10,0.00,18.30,17.33,11.44,5.75,60.11,68.66,10.58,1.02
2025-05-23 19:10:00,359.32,1054.62,1026.81,1096.81,938.47,924.24,-16.95,-91.50,1.70,19.12,1.00,17.98,1.00,49.49,1.00,40.55,1.00,27.63,1.00,41.91,1.00,24.67,1.00,21.15,1.00,40.65,0.00,31.96,681.00,1223.00,0.00,333.06,356.85,776.22,-2251.45,131.31,-1685.30,187.14,3000.00,178.09,102.25,3.00,10.52,11.32,18.61,30.26,146.70,111.94,197.41,0.93,173.60,-146.00,22.88,10.10,10.90,3.61,57.67,114.97,9.72,4.32,158.27,0.00,18.79,17.32,11.10,5.41,100.00,53.33,95.10,2.16
2025-05-23 19:12:00,346.26,1049.17,1028.62,1094.28,945.36,919.04,-13.55,-66.75,-120.25,19.12,1.00,17.98,1.00,49.51,1.00,40.56,1.00,27.63,1.00,45.67,1.00,24.68,1.00,21.15,1.00,46.84,0.00,31.96,689.00,1288.00,0.00,325.00,345.80,801.54,-2253.85,131.31,-1643.85,186.72,3000.00,180.70,102.36,14.00,11.19,11.32,18.75,32.10,141.08,110.38,181.50,0.98,173.01,-156.00,24.13,8.78,11.07,3.60,63.62,128.98,5.85,4.33,159.77,0.00,14.57,16.52,11.50,5.34,72.79,88.61,22.87,1.51
2025-05-23 19:14:00,337.80,1054.10,1032.33,1093.36,947.44,914.16,-11.15,-66.20,-50.90,19.11,1.00,18.00,1.00,49.49,1.00,40.56,1.00,27.63,1.00,41.93,1.00,24.67,1.00,21.15,1.00,44.33,0.00,31.96,688.00,1206.00,7.00,316.74,335.34,797.94,-2246.55,131.43,-1735.85,186.51,3000.00,181.93,102.36,-37.00,10.93,11.32,19.18,36.98,139.09,197.49,188.67,1.14,173.25,-178.00,24.71,9.47,10.63,3.93,72.63,112.57,11.74,4.33,159.69,0.00,17.21,16.36,12.14,6.21,31.42,111.95,0.53,1.81
2025-05-23 19:16:00,332.60,1058.53,1030.77,1092.97,947.83,916.04,-17.80,-64.65,-18.05,19.11,1.00,17.93,1.00,49.50,1.00,40.55,1.00,27.63,1.00,36.93,1.00,24.65,1.00,21.15,1.00,39.43,0.00,31.85,681.00,1429.00,1.00,313.43,332.86,788.46,-2249.05,131.43,-1778.10,186.39,2649.57,182.03,102.48,-2.00,11.12,11.32,19.29,7.52,22.96,39.82,32.77,0.23,173.26,-170.00,22.70,9.37,10.38,3.71,111.05,81.48,27.98,4.26,159.38,0.00,20.09,16.15,11.92,6.11,10.64,93.45,1.43,2.21
2025-05-23 19:18:00,325.33,1059.95,1035.78,1097.53,953.88,939.97,-16.45,-81.30,-44.20,19.11,1.00,18.00,1.00,49.49,1.00,40.56,1.00,27.63,1.00,41.90,1.00,24.64,1.00,21.15,1.00,38.14,0.00,31.93,684.00,1417.00,0.00,307.12,325.00,763.86,-2244.20,131.43,-1989.00,186.19,2716.45,181.71,102.58,12.00,10.75,11.32,19.12,7.46,24.05,39.82,34.51,0.23,173.60,-185.00,27.53,9.34,10.23,3.57,116.10,82.41,29.69,4.26,159.54,0.00,18.40,17.00,11.24,5.45,18.24,64.48,35.00,1.77
2025-05-23 19:20:00,319.73,1070.61,1042.99,1096.03,959.53,953.03,-14.80,-70.10,-33.85,19.11,1.00,18.05,1.00,49.49,1.00,40.54,1.00,27.63,1.00,41.93,1.00,24.66,1.00,21.15,1.00,38.16,0.00,31.76,673.00,1229.00,0.00,302.12,319.41,771.66,-2262.20,131.54,-2060.50,186.03,2205.25,182.54,102.58,14.00,10.83,11.32,19.40,7.61,20.93,39.82,29.22,0.23,174.27,-154.00,26.62,9.10,10.83,3.74,55.51,141.60,5.82,4.32,159.54,0.00,17.04,16.87,11.38,5.42,66.21,73.60,13.45,2.11
2025-05-23 19:22:00,316.55,1072.24,1047.54,1100.39,961.61,952.77,-14.85,-83.50,-15.15,19.11,1.00,18.01,1.00,49.50,1.00,40.56,1.00,27.63,1.00,41.90,1.00,24.66,1.00,21.15,1.00,38.40,0.00,31.87,701.00,1313.00,4.00,299.20,315.77,786.12,-2256.60,131.61,-2055.70,186.09,2232.95,182.34,102.72,-1.00,10.79,11.32,19.41,7.42,20.93,39.82,28.39,0.23,174.62,-184.00,23.36,8.94,10.32,3.54,64.06,95.23,27.92,4.26,159.64,0.00,20.27,16.67,11.28,5.38,100.00,67.23,21.95,1.45
2025-05-23 19:24:00,311.29,1057.16,1041.04,1098.17,963.43,939.25,-16.60,-92.20,-42.35,19.12,1.00,18.05,1.00,49.48,1.00,40.55,1.00,27.63,1.00,41.89,1.00,24.66,1.00,21.15,1.00,38.41,0.00,31.76,699.00,1287.00,7.00,293.41,309.20,823.56,-2256.75,131.54,-2038.50,186.09,2278.40,181.93,102.72,15.00,10.44,11.32,19.59,7.39,16.92,41.23,23.94,0.23,174.27,-162.00,25.54,8.03,11.07,3.71,19.82,144.97,4.95,4.35,159.88,0.00,17.60,16.08,12.08,5.73,29.72,103.51,0.02,0.54
2025-05-23 19:26:00,306.02,1041.17,1026.03,1093.23,963.50,921.18,-17.45,-89.20,-53.70,19.12,1.00,18.01,1.00,49.49,1.00,40.55,1.00,27.63,1.00,36.92,1.00,24.67,1.00,21.15,1.00,38.43,0.00,31.88,682.00,1434.00,0.00,291.27,306.73,821.52,-2254.30,131.61,-2086.35,186.39,2287.52,181.80,102.83,-24.00,11.30,11.32,19.45,7.47,18.94,42.69,25.74,0.23,174.51,-169.00,25.10,8.06,11.50,4.00,16.20,161.49,5.08,4.39,160.09,0.00,19.98,15.72,12.29,5.89,13.52,102.07,0.03,1.67
2025-05-23 19:28:00,302.51,1036.88,1019.20,1089.46,965.05,936.58,-18.45,-84.20,-49.25,19.14,1.00,18.02,1.00,49.51,1.00,40.57,1.00,27.63,1.00,36.92,1.00,24.68,1.00,21.15,1.00,38.44,0.00,31.87,688.00,1360.00,8.00,288.47,303.29,804.30,-2262.65,131.54,-2117.35,186.39,2281.55,181.19,102.83,-2.00,11.04,11.32,19.51,7.51,19.92,41.23,25.75,0.23,174.62,-170.00,27.26,7.76,11.73,3.99,5.96,156.74,5.13,4.40,160.18,0.00,18.53,16.75,11.66,5.65,3.45,83.16,1.66,1.81
2025-05-23 19:30:00,299.00,1044.55,1023.88,1094.28,965.25,931.12,-17.15,-62.60,-63.95,19.13,1.00,18.05,1.00,48.99,1.00,40.56,1.00,27.63,1.00,36.93,1.00,24.66,1.00,21.15,1.00,38.40,0.00,31.74,685.00,1429.00,0.00,284.44,299.00,805.50,-2249.10,131.54,-2109.55,186.39,2283.08,180.07,102.93,13.00,11.37,11.32,19.58,7.51,20.93,42.69,25.74,0.23,174.96,-147.00,24.35,8.41,11.45,4.23,3.59,161.79,5.24,4.43,160.22,0.00,15.50,16.32,11.65,5.81,2.95,80.74,2.18,1.29
2025-05-23 19:32:00,295.62,1065.03,1037.07,1101.81,964.02,923.72,-19.60,-73.55,-80.65,19.13,1.00,17.94,1.00,48.51,1.00,41.80,1.00,27.63,1.00,35.68,1.00,25.88,1.00,21.15,1.00,38.41,0.00,31.86,702.00,1291.00,8.00,281.32,295.75,831.36,-2308.25,131.43,-2053.20,186.48,2285.45,179.68,103.08,-18.00,11.14,11.32,19.59,7.47,19.92,49.11,22.19,0.23,174.96,-156.00,25.77,8.51,10.59,3.75,11.57,116.82,7.74,4.32,160.20,0.00,16.36,15.82,12.48,6.35,2.03,99.13,0.04,1.59
2025-05-23 19:34:00,291.59,1058.14,1035.58,1097.92,959.79,907.20,-20.00,-67.55,-76.35,19.14,1.00,17.99,1.00,48.51,1.00,41.82,1.00,27.63,1.00,34.45,1.00,25.92,1.00,21.15,1.00,37.91,0.00,31.78,692.00,1258.00,11.00,278.92,292.57,837.60,-2304.60,131.40,-2131.35,186.51,2243.25,179.10,103.28,-19.00,11.42,11.32,19.59,7.59,24.05,50.49,23.10,0.23,174.62,-182.00,23.75,7.87,10.93,3.41,10.74,122.82,10.86,4.34,160.11,2.50,18.90,15.59,12.79,6.72,0.37,93.08,0.04,3.23
2025-05-23 19:36:00,287.24,1088.94,1058.33,1117.35,963.69,915.65,-20.15,-68.15,-71.65,19.12,1.00,18.09,1.00,47.49,1.00,41.83,1.00,27.63,1.00,31.96,1.00,25.88,1.00,21.15,1.00,36.69,0.00,31.66,673.00,1229.00,0.00,275.01,287.82,817.20,-2303.00,131.31,-2109.60,186.51,2135.02,177.68,103.51,-1.00,11.06,11.32,19.51,7.59,22.96,49.11,23.93,0.23,175.27,-109.00,26.68,8.37,10.49,3.60,20.80,113.99,9.48,4.29,159.73,0.00,15.15,15.88,12.63,5.75,0.50,82.28,0.03,1.20
