时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分,数据来源,数据日期
2025-02-09 21:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.9_process.xlsx,2.9
2025-02-09 23:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.9_process.xlsx,2.9
2025-02-09 23:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.9_process.xlsx,2.9
2025-02-10 00:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 00:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 01:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 02:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 02:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 03:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 04:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 05:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 05:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 05:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 06:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 06:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 07:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 07:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 08:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 08:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 09:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 10:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 10:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 10:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 11:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 12:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 12:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 14:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 14:40:00,1,预警,布袋除尘器压力损失偏高,预警,2.10_process.xlsx,2.10
2025-02-10 15:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 15:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 15:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 16:10:00,1,预警,布袋除尘器压力损失偏高,预警,2.10_process.xlsx,2.10
2025-02-10 16:58:00,1,预警,布袋除尘器压力损失偏高,预警,2.10_process.xlsx,2.10
2025-02-10 17:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 19:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 19:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-10 21:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.10_process.xlsx,2.10
2025-02-11 00:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 11:32:00,1,预警,布袋除尘器压力损失偏高,预警,2.11_process.xlsx,2.11
2025-02-11 12:36:00,1,预警,布袋除尘器压力损失偏高,预警,2.11_process.xlsx,2.11
2025-02-11 14:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 15:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 16:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 16:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 19:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 19:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 20:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 20:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 21:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-11 22:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.11_process.xlsx,2.11
2025-02-12 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 00:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 00:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 01:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 06:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 08:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 08:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 09:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 09:54:00,1,预警,焚烧炉出口氧含量偏低,预警,2.12_process.xlsx,2.12
2025-02-12 10:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 10:08:00,1,预警,焚烧炉出口氧含量偏低,预警,2.12_process.xlsx,2.12
2025-02-12 10:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 10:26:00,1,预警,焚烧炉出口氧含量偏低,预警,2.12_process.xlsx,2.12
2025-02-12 10:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 19:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 21:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 22:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-12 23:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.12_process.xlsx,2.12
2025-02-13 00:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 00:32:00,1,预警,焚烧炉出口氧含量偏低,预警,2.13_process.xlsx,2.13
2025-02-13 00:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 05:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 05:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 06:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 06:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 06:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 07:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 07:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 07:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 07:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 08:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 09:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 09:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 10:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 11:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 11:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 12:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 14:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 14:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 15:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 15:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 16:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 16:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 17:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 17:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 17:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 18:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 19:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 19:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 20:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 20:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 21:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 21:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 21:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 22:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 22:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-13 23:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.13_process.xlsx,2.13
2025-02-14 00:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 00:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 01:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 01:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 02:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 02:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 02:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 03:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 03:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 03:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 04:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 04:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 04:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 06:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 07:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 07:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 07:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 08:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 08:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 08:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 09:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 10:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 10:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 11:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 11:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 11:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 12:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 13:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 13:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 13:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 13:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 13:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 14:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 14:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 15:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 15:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 16:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 17:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 18:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 19:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 22:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 22:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 23:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-14 23:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.14_process.xlsx,2.14
2025-02-15 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 00:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 01:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 02:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 02:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 03:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 03:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 03:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 05:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 06:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 06:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 06:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 07:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 07:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 08:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 09:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 09:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 10:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 11:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 12:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 12:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 13:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 14:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 14:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 14:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-15 14:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.15_process.xlsx,2.15
2025-02-16 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 05:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 07:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 08:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 09:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 09:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 10:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 11:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 13:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 13:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 15:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 15:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-16 16:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.16_process.xlsx,2.16
2025-02-19 13:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 14:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 14:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 16:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 17:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 17:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 17:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 19:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 20:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 21:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 22:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 22:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 22:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 23:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 23:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-19 23:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.19_process.xlsx,2.19
2025-02-20 00:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 01:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 02:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 02:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 04:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 04:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 04:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 08:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 09:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 10:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 10:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 11:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 12:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 14:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 15:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 15:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 16:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 16:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 17:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 19:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 19:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 21:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-20 23:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.20_process.xlsx,2.20
2025-02-21 01:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 03:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 03:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 03:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 05:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 10:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 10:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 11:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 12:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 15:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 16:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 17:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 17:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 18:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 19:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 22:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 23:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-21 23:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.21_process.xlsx,2.21
2025-02-22 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 00:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 00:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 01:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 02:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 04:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 05:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 05:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
