数据时间,入炉垃圾量,推料器A位置,推料器B位置,一次风机频率反馈,一次风机电流反馈,A辅助燃烧器运行信号,B辅助燃烧器运行信号,上部烟气温度左,上部烟气温度中,上部烟气温度右,中部烟气温度左,中部烟气温度中,中部烟气温度右,下部烟气温度左,下部烟气温度中,下部烟气温度右,引风机变频器频率反馈,引风机入口调节风门位置反馈,消石灰累计,1#消石灰输送风机运行信号,备用消石灰输送风机运行信号,雾化器浆液流量,省煤器出口温度,反应塔温度,雾化器电流,减湿液PH值,湿法烧碱供应流量,湿法洗涤塔温度,SNCR分配柜氨水流量,SNCR-A氨水供应泵运行信号,SNCR-B氨水供应泵运行信号,NH3浓度,1#SCR氨水流量,SCR系统温度,SCR-A氨水供应泵运行信号,SCR-B氨水供应泵运行信号,活性炭称重累计,1#活性炭输送风机运行信号,备用活性炭输送风机运行信号,除尘器差压,除尘器灰斗温度,烟气温度,烟气压力,烟气含水量,烟气氧量,烟气烟尘,SO2浓度,NOX浓度,CO浓度,HCL浓度,烟气流速
2025-06-01 06:30:00,639817.06,85.4,84.74,37.09,121.34,0,1,1048.28,882.52,1087.53,1049.06,1068.01,1128.6,1073.24,1123.56,1116.94,42.7,99.61,294.12,0,0,1.38,234.09,153.44,45.9,6.52,196.79,68.56,19.63,0,0,10.9,23.59,188.46,0,0,273093.75,0,0,1381.6,154.1,154.69,-0.29,21.37,9.58,0.62,37.22,61.18,0.99,6.04,15.23
2025-06-01 06:32:00,639817.06,361.61,361.41,37.27,117.97,0,1,1047.54,882.05,1090.06,1049.36,1069.74,1127.7,1071.38,1125.63,1117.74,43.7,99.64,294.12,0,0,1.38,234.21,153.34,45.73,6.51,226.78,68.48,18.69,0,0,11.24,23.33,188.11,0,0,273093.75,0,0,1417.29,154.13,154.69,-0.31,21.33,9.63,0.88,38.01,65.15,0.48,5.78,14.88
2025-06-01 06:34:00,639817.06,440.57,439.65,37.37,120.35,0,1,1049.13,882.2,1093.36,1049.23,1071.08,1130.04,1070.39,1121.26,1120.16,43.2,99.58,294.12,0,0,1.38,234.61,153.46,45.8,6.5,228.84,68.53,18.66,0,0,11.03,23.67,188,0,0,273093.75,0,0,1390.76,154.25,155.06,-0.3,21.55,9.28,1.25,49.78,66.41,0.36,6.41,16.15
2025-06-01 06:36:00,639817.06,14.66,14.32,37.22,117.62,0,1,1049.39,881.99,1090.1,1049.1,1070.75,1130.5,1069.67,1117.27,1120.53,43.77,99.55,294.12,0,0,1.38,234.87,153.73,45.94,6.47,228.1,68.53,19.6,0,0,10.95,23.54,188.15,0,0,273093.75,0,0,1436.6,154.37,155.06,-0.35,21.56,9.24,0.89,50.55,64.64,0.5,6.63,14.95
2025-06-01 06:38:00,639817.06,392.73,392.93,37.39,123.5,0,1,1047.67,881.15,1085.12,1048.51,1067.25,1127.53,1065.23,1110.59,1117.27,43.26,99.57,294.12,0,0,1.38,235.08,153.95,45.81,6.47,231.9,68.48,18.96,0,0,10.96,23.26,188.23,0,0,273093.75,0,0,1398.06,154.49,155.25,-0.35,21.45,9.38,0.81,47.35,64.55,0.42,6.41,15.15
2025-06-01 06:40:00,639817.06,410.3,408.57,37.31,125.01,0,1,1044.52,879.53,1086.54,1046.92,1062.45,1126.3,1058.67,1088.58,1115.14,44.58,99.6,294.12,0,0,1.38,235.23,154.23,45.79,6.46,208.53,68.48,18.68,0,0,10.84,22.96,188.31,0,0,273093.75,0,0,1469.1,154.66,155.25,-0.3,21.49,9.55,0.38,46.14,62.18,0.59,6.65,15.57
2025-06-01 06:42:00,639817.06,9.89,8.74,37.49,121.76,0,1,1041.24,877.42,1090.33,1045.17,1057.33,1125.3,1053.06,1085.65,1114.15,43.71,99.58,294.12,0,0,1.38,235.39,154.49,45.57,6.52,203.87,68.45,19.71,0,0,10.72,23.07,188.33,0,0,273093.75,0,0,1396.88,154.82,155.32,-0.28,21.41,9.58,0.43,43.75,62.58,1.41,6.51,15.1
2025-06-01 06:44:00,639817.06,429.04,428.99,37.42,123.99,0,1,1039.43,875.74,1094.35,1042.6,1055.41,1127.66,1049.62,1082.33,1117.6,45.14,99.62,294.12,0,0,1.38,235.6,154.8,45.86,6.51,204.39,68.45,18.63,0,0,10.69,23.21,188.41,0,0,273093.75,0,0,1467.99,155,155.44,-0.33,21.51,9.48,0.89,46.99,64.02,1.94,6.69,14.76
2025-06-01 06:46:00,639817.06,349.62,348.68,37.34,130.66,0,1,1036.83,874,1093.85,1040.85,1052.41,1128.17,1047.02,1079.51,1116.7,43.46,99.6,294.12,0,0,1.38,235.72,155.05,45.85,6.52,203.42,68.44,19.62,0,0,10.94,23.37,188.46,0,0,273096.97,0,0,1402.99,155.17,155.44,-0.32,21.47,9.41,0.88,49.33,63.98,1.32,7.07,15
2025-06-01 06:48:00,639817.06,170.74,168.67,37.47,120.41,0,1,1034.57,872.57,1096.13,1038.68,1051.18,1128.1,1043.97,1078.78,1116.74,45.21,99.61,294.12,0,0,1.38,235.99,155.43,45.81,6.5,231.11,68.45,18.56,0,0,10.83,22.88,188.57,0,0,273096.97,0,0,1484.03,155.39,155.62,-0.35,21.56,9.34,0.56,52.96,65.11,4.75,7.23,15.73
2025-06-01 06:50:00,639817.06,537.71,536.18,37.32,130.23,0,1,1032.82,871.27,1097.58,1037.06,1049.84,1128.6,1042.44,1072.75,1116.74,43.33,99.61,294.12,0,0,1.38,236.12,155.71,45.62,6.49,238.82,68.48,19.65,0,0,10.85,23.14,188.69,0,0,273096.97,0,0,1407.78,155.56,155.78,-0.31,21.65,9.19,0.88,67.78,60.45,9.82,7.52,15.23
2025-06-01 06:52:00,639821.75,12.65,11.99,37.17,125.6,0,1,1030.72,870,1095.64,1035.6,1048.77,1127.1,1040.69,1086.47,1114.08,44.71,99.54,294.12,0,0,1.38,236.16,155.96,45.77,6.45,223.51,68.52,19.63,0,0,10.65,23.48,188.85,0,0,273096.97,0,0,1465.9,155.76,155.68,-0.31,21.6,9.11,1.06,89.09,55.36,11.09,8.32,15.23
2025-06-01 06:54:00,639821.75,536.56,535.84,37.12,120.94,0,1,1030.53,869.53,1093.49,1034.18,1051.76,1125.63,1042.05,1088.71,1111.92,42.88,99.64,294.12,0,0,1.39,236.12,156.04,45.9,6.45,232.66,68.52,19.56,0,0,10.83,23.51,188.95,0,0,273096.97,0,0,1376.32,155.92,155.74,-0.32,21.59,9.11,0.75,82,52.9,6.22,8.15,14.88
2025-06-01 06:56:00,639821.75,231.1,230.9,37.14,128.94,0,1,1031.37,869.41,1090.13,1033.47,1054.14,1124.03,1042.86,1099.63,1110.43,43.7,99.55,294.12,0,0,1.38,235.94,156.04,45.81,6.39,248.94,68.53,19.56,0,0,10.92,22.53,189,0,0,273096.97,0,0,1422.92,156.02,155.78,-0.31,21.52,9.12,0.56,85.21,52.58,2.48,8.44,14.68
2025-06-01 06:58:00,639821.75,184.46,183.45,37.07,122.95,0,1,1032.89,870.15,1091.22,1033.08,1061.18,1124.5,1048.25,1114.84,1112.68,43.21,99.63,294.12,0,0,1.39,235.81,155.94,45.59,6.43,248.6,68.53,19.54,0,0,10.88,23.59,188.99,0,0,273096.97,0,0,1411.11,156.06,155.81,-0.32,21.54,9.17,0.81,81.34,52.79,1.71,8.14,16
2025-06-01 07:00:00,639821.75,580.95,580.55,37.02,123.47,0,1,1034.76,870.8,1084.34,1033.79,1061.51,1121.76,1048.97,1099.96,1108.97,42.83,99.62,294.12,0,0,2.29,235.68,155.82,53.89,6.45,246.72,68.52,18.59,0,0,10.96,23.06,188.99,0,0,273096.97,0,0,1401.81,156.06,155.74,-0.32,21.43,8.99,0.69,100.14,53.06,0.78,7.91,15.43
2025-06-01 07:06:00,639833.56,466.48,464.81,36.97,124.35,0,1,1035.18,870.34,1088.48,1033.95,1058.02,1123.93,1048.93,1072.13,1112.78,43.95,99.61,294.12,0,0,2.29,235.86,151.14,54.28,6.5,246.77,68.73,19.47,0,0,12.9,13.66,188.95,0,0,273100.75,0,0,1455.97,154.49,155.81,-0.3,21.85,8.89,0.69,9.74,50.74,1.43,3,15.7
2025-06-01 07:08:00,639833.56,90.98,89.57,36.9,119.74,0,1,1034.63,869.41,1087.1,1033.47,1055.51,1124.6,1046.04,1080.49,1112.58,42.75,99.59,294.12,0,0,2.29,235.81,149.43,53.95,6.56,239.68,68.73,18.54,0,0,13.42,13.66,189,0,0,273100.75,0,0,1366.39,153.59,155.81,-0.32,21.67,9.34,0.81,3.44,54.01,0.81,1.78,15.18
2025-06-01 07:10:00,639833.56,564.53,564.33,36.87,119.4,0,1,1033.02,868.32,1083.94,1032.43,1052.74,1122.56,1042.64,1075.67,1108.97,43.89,99.58,294.12,0,0,2.29,235.55,147.93,54.05,6.61,228.62,68.81,19.57,0,0,14.21,14.08,189.03,0,0,273100.75,0,0,1420.21,152.69,155.8,-0.32,21.76,9.2,0.96,1.89,53.51,0.87,0.97,15.27
2025-06-01 07:12:00,639833.56,295.82,295.28,36.87,118.15,0,1,1031.82,867.36,1084.53,1031.72,1051.8,1120.63,1041.11,1092.17,1107.04,42.58,99.59,294.12,0,0,2.29,235.35,146.78,53.98,6.64,208.3,68.88,18.63,0,0,14.49,14.26,189,0,0,273100.75,0,0,1358.96,151.9,155.62,-0.37,21.87,9.33,0.58,0.55,52.12,1.28,0.53,14.85
2025-06-01 07:14:00,639837.44,106.94,105.93,36.87,122.23,0,1,1032.98,867.58,1088.38,1030.59,1057.33,1120.86,1043.64,1099.14,1108.54,43.95,99.53,294.12,0,0,2.28,235.17,145.56,53.74,6.68,158.03,68.98,19.71,0,0,14.48,13.34,188.99,0,0,273100.75,0,0,1414.72,150.97,155.44,-0.3,21.92,9.2,0.5,0.39,47.84,7.19,0.5,14.6
2025-06-01 07:16:00,639837.44,471.31,470.97,36.77,120.84,0,1,1032.98,867.67,1086.64,1030.2,1058.86,1120.76,1044.32,1090.92,1108.27,41.7,99.63,294.12,0,0,2.28,234.87,144.54,54.04,6.67,105.92,69.02,19.54,0,0,14.29,13.54,188.99,0,0,273100.75,0,0,1313.54,150.12,155.25,-0.35,21.92,9.07,1.19,0.35,49.67,3.21,0.48,14.32
2025-06-01 07:22:00,639842.56,173.24,172.18,36.87,117.69,0,1,1036.54,868.57,1094.25,1030.2,1065.85,1121.46,1048.15,1096.69,1110.23,42.78,99.52,294.12,0,0,2.28,234.4,142.27,53.92,6.71,33.7,69.02,19.6,0,0,14.36,13.67,188.57,0,0,273100.75,0,0,1325.83,147.87,154.72,-0.31,21.95,9.05,1.06,0.86,53.61,4.57,0.23,15.28
2025-06-01 07:24:00,639842.56,509.15,508.61,36.92,127.35,0,1,1037.51,869.22,1098.24,1030.59,1066.14,1124.9,1050.59,1091.12,1112.68,42.14,99.6,294.12,0,0,2.27,234.53,141.94,53.93,6.69,27.48,68.98,19.54,0,0,14.08,13.73,188.54,0,0,273104,0,0,1308.61,147.33,154.69,-0.29,21.98,8.91,0.69,2,48.78,5.29,0.25,14.43
2025-06-01 07:26:00,639842.56,236.73,235.38,36.87,119.19,0,1,1037.97,869.69,1093.75,1031.46,1064.38,1126,1051.54,1092.77,1113.18,42.89,99.53,294.12,0,0,2.28,234.45,141.63,54.23,6.69,24.36,68.9,19.57,0,0,13.97,14.41,188.54,0,0,273104,0,0,1353.4,146.75,154.5,-0.3,21.86,9.03,0.66,2.51,49.15,3.16,0.31,15.93
2025-06-01 07:28:00,639842.56,208.1,206.77,36.87,124.02,0,1,1037.61,869.13,1090.03,1031.85,1062.45,1125.4,1049.62,1090.33,1112.58,42.77,99.54,294.12,0,0,1.45,234.4,141.35,46.49,6.67,23.53,68.86,19.6,0,0,13.88,14.26,188.41,0,0,273104,0,0,1345.49,146.24,154.5,-0.36,21.75,9.39,0.4,0.8,54.12,0.58,0.43,15.25
2025-06-01 07:30:00,639842.56,549.5,549.21,36.92,114.77,0,1,1036.35,868.48,1089.37,1031.46,1060.53,1123.83,1047.89,1095.14,1111.49,42.45,99.57,294.12,0,0,1.42,234.39,141.71,46.46,6.67,22,68.85,19.54,0,0,13.9,14.23,188.28,0,0,273104,0,0,1342.01,145.96,154.31,-0.37,21.89,9.33,0.69,1.07,55.11,0.66,0.17,14.83
2025-06-01 07:32:00,639842.56,147.68,147.08,36.93,115.14,0,1,1036.83,868.11,1092.11,1030.98,1061.08,1123.73,1048.84,1103.44,1113.38,42.94,99.61,294.12,0,0,1.42,234.57,143.1,45.92,6.67,23.83,68.78,19.57,0,0,13.52,13.81,188.19,0,0,273104,0,0,1360.97,146.19,154.12,-0.34,21.73,9.23,0.44,5.83,54.8,0.86,0.54,15.02
2025-06-01 07:34:00,639842.56,277.59,276.53,36.99,122.88,0,1,1038.45,868.94,1096.49,1030.88,1066.31,1126.1,1053.55,1111.69,1116.24,43.14,99.64,294.12,0,0,1.4,234.82,144.69,46.17,6.67,24.17,68.73,18.7,0,0,12.2,14.16,188.19,0,0,273104,0,0,1389.44,146.7,154.12,-0.31,21.8,9.09,1.06,8.32,55.83,0.44,1.02,14.98
2025-06-01 07:36:00,639842.56,403.94,402.27,36.77,120.8,0,1,1042.6,870.68,1098.94,1032.4,1071.54,1128.77,1058.57,1107.77,1117.8,43.44,99.65,294.12,0,0,1.41,235.09,146.5,46.13,6.64,24.4,68.71,18.83,0,0,12.1,14.19,188.31,0,0,273104,0,0,1425,147.5,154.12,-0.3,21.7,8.96,0.94,11.2,58.2,0.41,1.13,14.73
2025-06-01 07:38:00,639842.56,66.6,65.47,36.57,122.38,0,1,1045.1,872.26,1099.43,1033.76,1074.65,1129.57,1061.67,1097.09,1118.5,42.96,99.59,294.12,0,0,1.41,235.34,147.9,46.19,6.65,24.29,68.73,18.51,0,0,11.81,12.94,188.49,0,0,273104,0,0,1399.86,148.25,153.94,-0.32,21.72,8.84,0.5,13.26,60.94,0.78,1.57,14.52
2025-06-01 07:40:00,639842.56,433.41,433.1,36.52,119.42,0,1,1047.5,872.82,1100.33,1035.28,1072.33,1129.84,1058.96,1100.33,1118.4,44.46,99.59,294.12,0,0,1.39,235.52,149.09,45.93,6.63,22.7,68.77,18.54,0,0,11.84,14.38,188.66,0,0,273104,0,0,1451.11,149.01,153.94,-0.34,21.77,8.78,1.25,16.53,57.49,0.74,1.74,14.48
2025-06-01 07:42:00,639846.12,398.71,396.92,36.53,121.43,0,1,1046.04,872.73,1102.08,1035.86,1072.23,1131.24,1058.96,1098.74,1120.26,41.95,99.65,294.12,0,0,1.39,235.42,150.04,45.75,6.63,21.5,68.71,17.59,0,0,11.38,13.92,188.83,0,0,273107.41,0,0,1351.94,149.71,153.94,-0.31,21.66,9.15,0.75,16.86,55.07,2.07,1.93,14.27
2025-06-01 07:44:00,639846.12,25.3,24.99,36.45,120.97,0,1,1048.64,873.26,1105.22,1036.45,1075.14,1132.81,1061.67,1108.93,1121.46,43.01,99.59,294.12,0,0,1.39,235.05,150.67,45.79,6.61,31.81,68.57,18.63,0,0,11.39,13.69,188.91,0,0,273107.41,0,0,1364.93,150.3,153.94,-0.31,21.4,9.33,0.25,16.84,51.46,1.05,2.24,14.75
2025-06-01 07:46:00,639846.12,510.73,510.94,36.37,123.64,0,1,1051.15,874.09,1101.68,1037.68,1076.03,1133.31,1065.95,1104.92,1120.16,41.83,99.61,294.12,0,0,1.4,234.79,151.02,45.86,6.59,57.2,68.53,17.56,0,0,11.33,14.41,188.92,0,0,273107.41,0,0,1309.38,150.72,153.75,-0.3,21.36,8.97,0.69,23.67,53.75,2.08,2.32,14.73
2025-06-01 07:48:00,639846.12,320.67,320.06,36.47,121.03,0,1,1051.73,874.47,1096.49,1039.33,1078.06,1131.34,1071.08,1116.9,1117.9,42.13,99.57,294.12,0,0,1.39,234.62,151.27,45.92,6.56,135.69,68.48,17.56,0,0,11.15,13.32,188.87,0,0,273107.41,0,0,1330.69,151.1,153.75,-0.31,21.38,9.04,0.32,29.53,53.19,1.17,2.79,14.02
2025-06-01 07:50:00,639846.12,146.42,144.84,36.72,113.58,0,1,1054.99,875.52,1092.47,1041.4,1082.79,1128.43,1075.7,1119.63,1115.71,41.7,99.55,294.12,0,0,1.4,234.31,151.45,45.89,6.52,193.92,68.4,17.53,0,0,11.1,14,188.8,0,0,273107.41,0,0,1321.6,151.35,153.75,-0.34,21.21,9.34,0.62,31.19,52.08,0.45,3.15,14.05
2025-06-01 07:52:00,639846.12,534,534.57,36.67,121.63,0,1,1056.71,876.45,1089.44,1043.12,1084.27,1125.16,1077.73,1119.23,1112.85,42.77,99.62,294.12,0,0,1.39,234.13,151.5,46,6.5,210.03,68.32,17.62,0,0,10.84,13.13,188.66,0,0,273107.41,0,0,1360.28,151.55,153.75,-0.32,21.09,9.3,1,33.15,51.42,0.19,2.88,15.05
2025-06-01 07:54:00,639846.12,341.8,342,36.77,122.92,0,1,1056.91,877.2,1089.34,1044.39,1085.03,1121.43,1077.73,1122.9,1109.8,41.32,99.56,294.12,0,0,1.4,234.09,151.64,45.99,6.45,212.26,68.36,17.68,0,0,11.11,13.18,188.49,0,0,273107.41,0,0,1290.76,151.74,153.75,-0.3,21.13,9.28,0.62,29.4,55.44,0.5,3.05,15.45
2025-06-01 07:56:00,639849.25,39.57,39.11,37,129.44,0,1,1057.53,877.32,1083.42,1045.85,1084.5,1119.17,1079.05,1121.56,1108.17,41.75,99.58,294.12,0,0,1.4,234.1,151.78,45.93,6.42,215.5,68.39,17.64,0,0,10.94,14.57,188.39,0,0,273107.41,0,0,1311.46,151.9,153.75,-0.28,21.24,9.22,0.62,29.5,53.36,1.73,3.17,14.5
2025-06-01 07:58:00,639849.25,498.28,498.4,37.09,125.49,0,1,1054.63,876.77,1074.36,1046.63,1080.49,1113.95,1079.41,1107.18,1104.92,42.77,99.59,294.12,0,0,1.4,234.13,151.9,45.89,6.42,217.49,68.28,17.64,0,0,10.67,14.4,188.2,0,0,273107.41,0,0,1351.04,152.02,153.75,-0.34,21.07,9.43,0.28,31.62,56.44,0.63,3.37,14.98
2025-06-01 08:00:00,639849.25,325.04,324.03,37.37,121.46,0,1,1052.09,875.99,1069.67,1047.08,1077.44,1109.6,1079.97,1108.24,1100.76,44.46,99.57,294.12,0,0,1.4,234.27,152.06,45.73,6.4,221.32,68.19,17.61,0,0,10.53,14.37,188,0,0,273107.41,0,0,1438.82,152.14,153.94,-0.35,20.92,9.72,0.38,25.65,58.1,0.63,3.22,15.62
2025-06-01 08:02:00,639849.25,219.77,217.64,37.37,118,0,1,1052.28,875.46,1069.48,1047.76,1075.9,1105.95,1080.06,1100.85,1097.25,44.32,99.61,294.12,0,0,1.39,234.83,152.48,45.84,6.42,223.42,68.13,17.66,0,0,10.54,14,187.72,0,0,273110.53,0,0,1404.17,152.36,154.12,-0.34,21.14,9.64,0.69,24.65,63.34,0.42,3.31,15.18
2025-06-01 08:04:00,639849.25,528.62,528.36,37.44,124.06,0,1,1050.2,874.75,1073.11,1048.15,1074.55,1104.92,1076.62,1095.04,1095.7,43.58,99.56,294.12,0,0,1.39,235.49,153.11,45.88,6.46,222.76,68.11,17.83,0,0,10.53,14,187.59,0,0,273110.53,0,0,1402.22,152.69,154.31,-0.29,21.53,9.37,0.44,32.17,65.17,0.46,3.68,15.23
2025-06-01 08:06:00,639849.25,141.85,141.64,37.37,126.37,0,1,1051.15,874.37,1075.83,1047.89,1073.7,1105.32,1072.03,1104.13,1094.74,45.14,99.58,294.12,0,0,1.39,236.04,153.79,45.75,6.43,225.58,68.11,17.53,0,0,10.02,13.02,187.59,0,0,273110.53,0,0,1476.53,153.08,154.5,-0.32,21.67,9.32,0.34,33.32,62.26,0.58,4.15,15.58
2025-06-01 08:08:00,639849.25,390.23,389.31,37.49,127.65,0,1,1050.27,873.69,1076.39,1047.37,1072.29,1105.79,1070.26,1111.26,1094.91,43.95,99.57,294.12,0,0,1.4,236.63,154.64,45.7,6.44,215.87,68.13,17.54,0,0,9.83,13.96,187.68,0,0,273110.53,0,0,1407.92,153.56,154.69,-0.32,21.73,9.24,0.94,32.44,59.82,0.76,4.28,15.2
2025-06-01 08:10:00,639849.25,340.48,339.88,37.44,128.16,0,1,1049.88,873.13,1071.51,1046.98,1069.38,1103.6,1068.63,1080.36,1092.37,44.07,99.56,294.12,0,0,1.4,237.07,155.35,45.65,6.45,203.83,68.13,17.53,0,0,9.42,13.48,187.72,0,0,273110.53,0,0,1421.46,154.03,154.88,-0.31,21.76,9.27,0.19,35.08,61.6,0.43,4.28,15.52
2025-06-01 08:12:00,639849.25,101.56,100.53,37.37,129.57,0,1,1046.98,872.23,1075.11,1046.21,1066.01,1104.69,1064.25,1088.94,1094.91,44.9,99.58,294.12,0,0,1.4,237.46,155.96,45.79,6.47,181.52,68.15,18.66,0,0,9.26,13.58,187.73,0,0,273110.53,0,0,1500.49,154.49,155.06,-0.3,21.43,9.37,0.76,38.14,63.63,0.47,5.14,15.65
2025-06-01 08:14:00,639849.25,529.08,528.36,37.31,129.36,0,1,1046.01,871.02,1074.72,1045.62,1063.1,1105.95,1060.79,1080.06,1095.21,42.94,99.59,294.12,0,0,1.4,237.66,156.35,45.65,6.45,168.13,68.23,18.65,0,0,8.91,13.77,187.85,0,0,273110.53,0,0,1379.72,154.89,155.06,-0.3,21.46,9.21,0.75,44.98,64.02,2.11,6.04,14.73
2025-06-01 08:16:00,639849.25,188.43,187.77,37.37,123.42,0,1,1042.57,869.84,1075.5,1044.19,1061.73,1106.25,1057,1095.37,1094.22,44.39,99.63,294.12,0,0,1.4,237.6,156.59,45.8,6.47,134.38,68.21,17.61,0,0,8.69,13.96,187.86,0,0,273110.53,0,0,1457.08,155.28,155.06,-0.34,21.29,9.48,0.93,38.56,59.13,0.79,6.37,15.3
2025-06-01 08:18:00,639855.19,295.74,294.42,37.32,132.99,0,1,1039.3,868.63,1073.77,1042.86,1059.42,1105.19,1054.11,1065.42,1092.17,43.74,99.59,294.12,0,0,1.4,237.62,156.73,45.93,6.44,115.87,68.19,17.58,0,0,8.53,13.84,187.73,0,0,273114.16,0,0,1437.36,155.56,155.25,-0.27,21.24,9.5,0.5,42.39,61.05,0.99,6.37,15.52
2025-06-01 08:20:00,639855.19,447.99,446.01,37.32,124.08,0,1,1035.15,866.99,1074.91,1041.01,1055.67,1106.25,1051.31,1075.11,1093.23,42.95,99.53,294.12,0,0,1.4,237.64,156.92,45.56,6.48,112.41,68.23,17.56,0,0,8.5,14.11,187.63,0,0,273114.16,0,0,1405.49,155.82,155.25,-0.34,21.32,9.56,0.94,40.86,58.31,1.46,6.84,14.48
2025-06-01 08:22:00,639860.19,8.37,7.04,37.32,129.91,0,1,1030.27,864.97,1070.95,1039.1,1052.48,1106.15,1048.12,1078.13,1091.38,44.58,99.62,294.13,0,0,1.39,237.49,156.94,45.56,6.51,162.26,68.23,17.59,0,0,8.88,14.63,187.47,0,0,273114.16,0,0,1475,156.02,155.39,-0.31,21.25,9.55,0.69,35.09,55.1,4.43,5.88,14.25
2025-06-01 08:24:00,639860.19,364.84,364.32,37.32,128.59,0,1,1024.07,862.59,1064.64,1037,1046.5,1104.49,1043.02,1048.22,1088.45,43.21,99.59,294.13,0,0,1.39,237.22,156.8,45.48,6.5,166.28,68.21,17.65,0,0,8.66,14.34,187.35,0,0,273114.16,0,0,1391.25,156.14,155.44,-0.3,21.17,9.76,0.56,25.72,53.37,1.4,4.32,15.45
2025-06-01 08:26:00,639866.38,380.68,379.82,37.35,121.06,0,1,1017.56,859.46,1057.3,1034.41,1041.69,1100.09,1038.81,1065.42,1083.48,43.14,99.52,294.13,0,0,1.39,236.89,156.51,45.92,6.54,161.31,68.13,17.61,0,0,8.82,14.3,187.13,0,0,273114.16,0,0,1401.94,156.19,155.41,-0.36,20.99,10.06,0.31,17.89,56.13,0.99,3.77,15.5
2025-06-01 08:28:00,639866.38,30.02,29.36,37.27,130.31,0,1,1012.03,856.52,1055.47,1031.82,1038.42,1097.05,1034.6,1073.37,1080.66,43.89,99.61,294.13,0,0,1.42,236.81,156.34,46.11,6.57,95.07,68.15,18.62,0,0,8.74,13.78,186.86,0,0,273114.16,0,0,1444.86,156.27,155.34,-0.34,21.02,10.15,0.69,14.24,60.49,0.38,3.28,14.15
2025-06-01 08:30:00,639866.38,411.1,410.09,37.37,130.11,0,1,1010.55,854.63,1059.94,1029.07,1040.56,1097.29,1032.98,1101.48,1084.11,43.21,99.55,294.13,0,0,1.42,236.82,156.3,45.9,6.58,95.62,68.27,17.54,0,0,8.78,14.19,186.66,0,0,273114.16,0,0,1391.32,156.35,155.33,-0.34,21.22,10.09,1.06,14.2,61.52,1.1,2.87,15.5
2025-06-01 08:32:00,639866.38,162.2,160.85,37.47,129.77,0,1,1014.18,853.98,1070.2,1027.07,1049.23,1102.18,1037.68,1098.05,1092.86,43.96,99.63,294.13,0,0,1.41,237.03,156.43,45.81,6.58,151.57,68.39,17.53,0,0,8.46,14.33,186.61,0,0,273114.16,0,0,1459.24,156.47,155.44,-0.3,21.33,9.68,0.32,19.38,57.24,2.31,2.93,15.12
2025-06-01 08:34:00,639866.38,433.27,432.15,37.37,129.51,0,1,1019.04,854.54,1075.14,1027.26,1054.14,1107.28,1043.74,1095.9,1098.84,43.77,99.59,294.13,0,0,1.42,237.38,156.73,45.79,6.55,165.34,68.52,18.66,0,0,8.25,13.44,186.78,0,0,273114.16,0,0,1417.78,156.65,155.44,-0.32,21.61,9.04,0.5,40.87,59.49,17.49,3.44,15.9
2025-06-01 08:36:00,639866.38,295.36,294.82,37.3,120.69,0,1,1024.1,855.19,1078.85,1028.2,1058.47,1110.92,1048.25,1106.78,1102.08,43.2,99.55,294.14,0,0,1.42,237.71,157.06,46.14,6.53,131.02,68.61,18.01,0,0,8.09,13.44,187.08,0,0,273114.16,0,0,1396.6,156.86,155.62,-0.31,21.58,9.17,1,39.17,54.64,4.29,4.15,15.43
2025-06-01 08:38:00,639866.38,156.83,156.37,37.07,117.77,0,1,1028.72,860.61,1080.52,1029.59,1062.58,1114.68,1051.57,1092.14,1104.96,44.97,99.52,294.14,0,0,1.42,237.75,157.4,45.98,6.49,195.29,68.73,18.62,0,0,7.93,13.54,187.54,0,0,273117.25,0,0,1486.04,157.1,155.62,-0.33,21.8,9.12,0.69,36.27,57.74,3.13,4.2,15.18
2025-06-01 08:40:00,639866.38,500.01,498.95,36.95,115,0,1,1030.37,930.6,1079.21,1030.85,1064.05,1115.71,1053.52,1107.04,1106.25,41.94,99.57,294.14,0,0,1.42,237.29,157.45,45.83,6.49,196.58,68.85,17.61,0,0,7.87,13.77,188.05,0,0,273117.25,0,0,1369.51,157.22,155.62,-0.31,21.73,9.27,0.75,32.21,59.02,3.77,3.96,14.72
2025-06-01 08:42:00,639866.38,342.92,342.32,37.06,127.14,0,1,1034.25,1001.44,1081.08,1032.14,1068.07,1117.1,1058.57,1124.03,1109.13,43.71,99.57,294.14,0,0,1.42,236.29,157.14,45.9,6.5,167.6,68.9,17.54,0,0,7.66,14.3,188.57,0,0,273117.25,0,0,1405.76,157.22,155.44,-0.31,21.79,9.31,0.88,22.22,58.22,3.76,3.26,16.62
2025-06-01 08:44:00,639871.62,104.61,103.75,37.15,117.47,0,1,1041.4,1040.17,1086.9,1033.92,1076.68,1120.83,1064.25,1134.88,1113.15,44.78,99.63,294.14,0,0,1.41,235.46,156.8,45.69,6.54,163.42,68.94,17.84,0,0,8.09,13.84,188.85,0,0,273117.25,0,0,1455.42,157.1,155.44,-0.31,21.81,9.13,0.88,20.47,59.45,3.97,2.89,15.43
