数据时间,改1#垃圾实时重量,改2#垃圾实时重量,DCS系统时间 时,DCS系统时间 分,DCS系统时间 秒,推料器1列1#小车位置,推料器1列2#小车位置,推料器2列1#小车位置,推料器2列2#小车位置,辅助燃烧器运行信号,炉膛上部温度,炉膛中部温度,,炉膛压力,,一次风机频率反馈,一次风机电流反馈,一次风机运行信号,二次风机频率反馈,二次风机电流反馈,二次风机运行信号,引风机频率反馈,引风机电流反馈,引风门开度反馈,引风机运行信号,氢氧化钙喷射量,氢氧化钙称重,氢氧化钙电机运行信号/开关阀信号_1,氢氧化钙电机运行信号/开关阀信号_2,半干法石灰浆浓度,半干法雾化石灰浆流量,半干法生石灰称重,半干法反应塔温度,雾化石灰浆电机运行信号_1,雾化石灰浆电机运行信号_2,SNCR还原剂流量,SNCR炉膛出口温度,SNCR运行信号,1#活性炭重量累计,2#活性炭重量累计,活性炭电机运行信号,布袋除尘进出口压差,布袋除尘器温度,布袋除尘器运行信号,烟气温度,烟气压力,烟气流量,烟气湿度,烟气O2,烟气粉尘,烟气SO2,烟气Nox,烟气CO,烟气HCL
2025-05-23 17:30:00,0.00,5.80,17.00,29.00,39.00,817.00,826.00,805.00,845.00,0.00,1013.83,989.83,1001.83,-30.53,,26.75,83.33,1.00,1.29,43.12,1.00,29.14,7.15,83.99,1.00,3.13,52314.22,1.00,0.00,1433.75,1.86,43907.11,123.10,1.00,1.00,169.94,1020.95,1.00,0.00,42186.15,1.00,1277.50,119.11,1.00,118.81,-30.53,37861.47,22.69,9.17,3.09,29.54,168.05,0.04,3.61
2025-05-23 17:32:00,0.00,0.10,17.00,31.00,49.00,1078.00,1090.00,1068.00,1111.00,0.00,1016.66,1001.09,1008.875,-27.47,,26.79,83.52,1.00,1.35,42.25,1.00,29.48,7.95,83.99,1.00,3.15,52314.33,1.00,0.00,1434.54,1.86,43907.18,123.92,1.00,1.00,152.85,1028.57,1.00,0.00,42186.15,1.00,1299.79,118.75,1.00,118.46,-27.47,38892.04,21.49,9.27,3.26,43.21,169.36,0.04,3.72
2025-05-23 17:34:00,0.00,0.10,17.00,33.00,59.00,1078.00,1090.00,1068.00,1110.00,0.00,1020.23,1011.00,1015.615,-2.79,,26.77,83.98,1.00,1.27,40.14,1.00,29.29,7.77,83.98,1.00,3.14,52314.44,1.00,0.00,1436.53,1.84,43907.24,124.84,1.00,1.00,79.89,1035.08,1.00,0.00,42186.15,1.00,1295.00,118.67,1.00,118.22,-2.79,38493.28,22.31,8.85,2.98,67.68,170.60,0.06,4.50
2025-05-23 17:36:00,0.00,0.10,17.00,35.00,59.00,1078.00,1090.00,1068.00,1111.00,0.00,1024.04,1023.59,1023.815,-41.28,,26.81,83.31,1.00,1.24,41.13,1.00,29.32,7.14,84.01,1.00,3.14,52314.54,1.00,0.00,1433.10,1.85,43907.30,125.74,1.00,1.00,69.24,1042.46,1.00,0.00,42186.15,1.00,1278.12,118.71,1.00,118.24,-41.28,38223.51,21.64,9.19,3.11,85.29,180.36,0.04,4.89
2025-05-23 17:38:00,0.00,0.10,17.00,37.00,59.00,-5.00,2.00,-15.00,12.00,0.00,1028.33,1025.94,1027.135,-34.75,,26.83,83.46,1.00,1.18,40.24,1.00,29.08,7.15,83.98,1.00,3.14,52314.65,1.00,0.00,1434.49,2.46,43907.38,126.32,1.00,1.00,126.28,1043.72,1.00,0.00,42186.15,1.00,1267.50,118.89,1.00,118.22,-34.75,37992.43,22.09,9.25,3.22,101.85,190.17,0.06,5.91
2025-05-23 17:40:00,0.00,0.10,17.00,39.00,59.00,-5.00,2.00,-15.00,11.00,0.00,1031.21,1036.54,1033.875,-40.69,,26.76,83.57,1.00,1.28,41.50,1.00,29.15,7.15,83.99,1.00,3.14,52314.75,1.00,0.00,1435.14,2.48,43907.46,125.69,1.00,1.00,64.26,1048.62,1.00,0.00,42186.15,1.00,1281.32,119.07,1.00,118.36,-40.69,38290.02,22.09,9.53,2.96,53.83,161.16,0.04,6.04
2025-05-23 17:42:00,0.00,0.10,17.00,41.00,59.00,-5.00,2.00,-15.00,10.00,0.00,1033.44,1034.31,1033.875,-37.79,,26.81,83.32,1.00,1.35,41.28,1.00,28.95,7.94,84.01,1.00,3.15,52314.86,1.00,0.00,1437.78,2.49,43907.55,124.47,1.00,1.00,163.22,1045.71,1.00,0.00,42205.55,1.00,1276.39,119.07,1.00,118.22,-37.79,38303.65,22.09,9.53,3.24,47.33,159.67,0.06,5.19
2025-05-23 17:44:00,0.00,8.00,17.00,43.00,59.00,274.00,282.00,264.00,294.00,0.00,1034.96,1033.92,1034.44,-53.29,,26.79,83.73,1.00,1.20,39.67,1.00,29.01,6.91,84.00,1.00,3.15,52314.96,1.00,0.00,1433.89,2.49,43907.63,123.10,1.00,1.00,2.26,1044.93,1.00,0.00,42205.55,1.00,1275.07,118.84,1.00,118.15,-53.29,37855.21,21.26,9.65,3.20,40.97,165.77,0.04,4.51
2025-05-23 17:46:00,0.00,3.50,17.00,45.00,59.00,274.00,282.00,264.00,293.00,0.00,1035.90,1028.56,1032.23,-41.10,,26.78,83.75,1.00,1.13,39.02,1.00,29.08,7.41,83.99,1.00,3.14,52315.07,1.00,0.00,1436.53,2.48,43907.71,121.85,1.00,1.00,21.87,1041.04,1.00,0.00,42205.55,1.00,1281.25,118.46,1.00,117.94,-41.10,38232.37,21.65,9.61,3.16,28.45,170.31,0.04,4.20
2025-05-23 17:48:00,0.00,0.00,17.00,47.00,59.00,540.00,550.00,528.00,559.00,0.00,1036.06,1030.49,1033.275,-45.25,,26.87,83.04,1.00,1.27,42.61,1.00,28.94,6.44,84.00,1.00,3.14,52315.17,1.00,0.00,1434.49,1.83,43907.79,120.63,1.00,1.00,55.83,1042.12,1.00,0.00,42205.55,1.00,1270.00,117.99,1.00,117.66,-45.25,39335.86,20.74,9.82,3.57,19.39,152.41,0.04,3.70
2025-05-23 17:50:00,0.00,0.00,17.00,49.00,59.00,540.00,550.00,528.00,559.00,0.00,1036.58,1025.49,1031.035,-29.61,,26.79,83.60,1.00,1.26,39.49,1.00,28.71,6.38,84.00,1.00,3.16,52315.28,1.00,0.00,1436.39,1.85,43907.85,120.14,1.00,1.00,128.57,1040.48,1.00,0.00,42205.55,1.00,1268.89,117.45,1.00,117.44,-29.61,38694.80,20.62,9.37,3.14,34.14,160.79,0.04,3.71
2025-05-23 17:52:00,0.00,0.00,17.00,51.00,59.00,811.00,824.00,806.00,839.00,0.00,1036.96,1024.26,1030.61,-32.03,,26.82,83.31,1.00,1.26,41.24,1.00,28.57,7.00,84.00,1.00,3.14,52315.38,1.00,0.00,1437.18,1.87,43907.91,120.58,1.00,1.00,85.67,1041.17,1.00,0.00,42205.55,1.00,1255.28,117.02,1.00,116.93,-32.03,38752.57,19.65,9.86,3.10,60.61,176.82,0.04,4.08
2025-05-23 17:54:00,0.00,0.00,17.00,53.00,59.00,811.00,824.00,805.00,839.00,0.00,1037.87,1017.98,1027.925,-41.25,,26.83,83.24,1.00,1.36,42.65,1.00,28.82,7.70,83.99,1.00,3.14,52315.47,1.00,0.00,1433.70,2.49,43907.97,121.22,1.00,1.00,248.72,1039.20,1.00,0.00,42205.55,1.00,1260.14,116.80,1.00,116.72,-41.25,38937.08,19.86,9.68,3.16,105.78,172.53,0.04,5.14
2025-05-23 17:56:00,0.00,0.00,17.00,55.00,39.00,811.00,824.00,805.00,839.00,0.00,1039.13,1016.66,1027.895,-51.04,,26.75,83.77,1.00,1.29,41.33,1.00,28.95,6.44,84.00,1.00,3.15,52315.58,1.00,0.00,1433.70,2.52,43908.06,121.29,1.00,1.00,97.83,1038.50,1.00,0.00,42205.55,1.00,1284.17,116.67,1.00,116.56,-51.04,39247.63,21.18,9.78,3.33,68.68,168.71,0.04,5.45
2025-05-23 17:58:00,0.00,0.00,17.00,57.00,49.00,1084.00,1099.00,1078.00,1112.00,0.00,1040.46,1013.67,1027.065,-42.52,,26.77,83.50,1.00,1.38,40.39,1.00,29.07,7.15,83.97,1.00,3.15,52315.70,1.00,0.00,1435.79,2.49,43908.15,120.56,1.00,1.00,116.74,1035.43,1.00,0.00,42205.55,1.00,1291.32,116.57,1.00,116.46,-42.52,38320.78,21.95,9.59,3.16,43.05,171.06,0.06,4.67
2025-05-23 18:00:00,0.00,0.00,17.00,59.00,59.00,1084.00,1099.00,1078.00,1112.00,0.00,1040.98,1008.02,1024.5,-46.36,,26.74,83.65,1.00,1.32,41.80,1.00,29.23,7.15,84.01,1.00,3.14,52315.80,1.00,0.00,1437.18,2.49,43908.24,119.74,1.00,1.00,7.69,1032.97,1.00,0.00,42205.55,1.00,1303.75,116.38,1.00,116.34,-46.36,39457.26,21.38,9.80,3.28,32.89,165.96,0.06,4.32
2025-05-23 18:02:00,0.00,0.00,18.00,1.00,59.00,801.00,823.00,578.00,615.00,0.00,1040.62,1001.76,1021.19,-34.19,,26.81,83.45,1.00,1.33,42.38,1.00,29.00,7.11,84.00,1.00,3.14,52315.91,1.00,0.00,1433.89,2.09,43908.31,119.08,1.00,1.00,146.13,973.79,1.00,0.00,42205.55,1.00,1284.65,116.07,1.00,116.11,-34.19,38294.00,21.92,9.67,3.32,19.97,156.51,0.06,3.77
2025-05-23 18:20:00,0.00,0.00,18.00,19.00,59.00,1077.00,1095.00,1079.00,1102.00,0.00,1035.60,980.87,1008.235,-17.64,,26.82,83.56,1.00,1.23,40.36,1.00,28.73,6.74,84.00,1.00,8.91,52316.84,1.00,0.00,1434.35,2.36,43908.95,120.31,1.00,1.00,15.02,962.03,1.00,0.00,42205.55,1.00,1278.26,115.08,1.00,114.72,-17.64,38994.61,20.75,9.99,3.08,126.28,157.54,0.04,5.84
2025-05-23 18:22:00,0.00,0.00,18.00,21.00,39.00,1077.00,1095.00,1079.00,1102.00,0.00,1034.05,971.46,1002.755,-55.20,,26.77,83.98,1.00,1.24,43.56,1.00,29.19,6.35,84.01,1.00,8.91,52317.16,1.00,0.00,1434.49,2.37,43909.03,119.83,1.00,1.00,99.52,971.62,1.00,0.00,42205.55,1.00,1317.29,115.05,1.00,114.62,-55.20,39517.35,20.32,10.32,3.26,74.79,166.18,0.07,5.37
2025-05-23 18:24:00,0.00,0.00,18.00,23.00,49.00,599.00,617.00,341.00,361.00,0.00,1031.85,963.46,997.655,-50.81,,26.78,84.06,1.00,1.31,42.61,1.00,29.16,7.01,84.00,1.00,8.90,52317.48,1.00,0.00,1435.74,2.36,43909.11,119.51,1.00,1.00,116.22,963.17,1.00,0.00,42205.55,1.00,1316.11,114.98,1.00,114.58,-50.81,38774.04,22.53,10.61,3.79,26.81,110.92,0.07,4.84
2025-05-23 18:26:00,0.00,3.20,18.00,25.00,59.00,-4.00,2.00,-16.00,11.00,0.00,1029.11,956.46,992.785,-47.14,,26.81,83.55,1.00,1.24,39.82,1.00,29.29,6.85,83.97,1.00,8.91,52317.77,1.00,0.00,1435.14,2.39,43909.20,118.92,1.00,1.00,92.57,956.46,1.00,0.00,42205.55,1.00,1309.79,114.83,1.00,114.62,-47.14,39155.86,20.47,11.00,3.49,16.90,79.77,0.04,4.23
2025-05-23 18:28:00,0.00,3.60,18.00,27.00,59.00,279.00,286.00,274.00,297.00,0.00,1026.81,950.07,988.44,-41.38,,26.78,83.78,1.00,1.30,42.36,1.00,28.97,7.05,84.02,1.00,8.91,52318.07,1.00,0.00,1436.39,2.09,43909.27,118.47,1.00,1.00,65.89,949.98,1.00,0.00,42205.55,1.00,1306.88,114.63,1.00,114.41,-41.38,38160.29,21.35,10.79,4.09,14.60,121.84,0.04,3.07
2025-05-23 18:30:00,0.00,0.10,18.00,29.00,59.00,279.00,286.00,274.00,296.00,0.00,1024.17,945.18,984.675,-57.77,,26.80,83.80,1.00,1.30,42.59,1.00,29.05,7.21,83.99,1.00,8.91,52318.37,1.00,0.00,1436.39,2.08,43909.34,118.02,1.00,1.00,88.63,945.18,1.00,0.00,42205.55,1.00,1297.85,114.38,1.00,114.41,-57.77,38769.65,20.12,11.25,4.23,16.68,101.96,0.04,3.56
2025-05-23 18:32:00,0.00,0.10,18.00,31.00,59.00,544.00,553.00,540.00,560.00,0.00,1018.14,942.03,980.085,-45.37,,26.69,83.43,1.00,1.32,43.17,1.00,30.27,6.80,84.01,1.00,8.89,52318.66,1.00,0.00,1433.70,1.99,43909.41,118.21,1.00,1.00,111.30,942.22,1.00,0.00,42205.55,1.00,1383.96,114.12,1.00,114.08,-45.37,40571.98,20.84,11.11,4.53,11.14,70.60,0.04,3.32
2025-05-23 18:34:00,0.00,0.10,18.00,33.00,59.00,817.00,830.00,817.00,836.00,0.00,1011.23,936.20,973.715,-46.04,,26.77,83.84,1.00,1.22,40.32,1.00,29.66,7.74,83.99,1.00,8.91,52318.96,1.00,0.00,1433.70,1.88,43909.47,118.80,1.00,1.00,85.61,936.20,1.00,0.00,42205.55,1.00,1333.54,113.96,1.00,113.92,-46.04,39691.09,20.16,11.06,4.49,20.72,88.32,0.04,3.27
2025-05-23 18:36:00,0.00,0.10,18.00,35.00,59.00,817.00,830.00,817.00,836.00,0.00,1007.95,933.71,970.83,-37.94,,26.79,83.92,1.00,1.24,40.76,1.00,29.12,7.05,83.99,1.00,8.91,52319.26,1.00,0.00,1437.04,1.89,43909.54,119.95,1.00,1.00,9.22,933.71,1.00,0.00,42205.55,1.00,1317.92,113.96,1.00,113.83,-37.94,37717.05,22.38,11.07,4.37,23.17,86.20,0.05,3.09
2025-05-23 18:38:00,0.00,0.10,18.00,37.00,59.00,1079.00,1093.00,1082.00,1100.00,0.00,1007.41,933.68,970.545,-40.41,,26.63,84.08,1.00,1.38,42.42,1.00,29.27,7.74,83.98,1.00,8.91,52319.55,1.00,0.00,1434.35,1.88,43909.60,120.75,1.00,1.00,77.59,933.68,1.00,0.00,42205.55,1.00,1321.11,114.10,1.00,113.94,-40.41,39011.63,20.30,11.06,4.44,29.89,85.94,0.04,3.09
2025-05-23 18:40:00,0.00,0.10,18.00,39.00,59.00,1100.00,1117.00,1095.00,1113.00,0.00,1002.88,932.77,967.825,56.90,,26.76,83.67,1.00,1.26,41.24,1.00,30.07,8.80,83.96,1.00,8.90,52319.85,1.00,0.00,1435.14,1.90,43909.66,121.55,1.00,1.00,13.37,932.77,1.00,0.00,42205.55,1.00,1394.86,114.30,1.00,113.81,56.90,37850.09,20.80,11.21,4.38,21.87,119.37,0.04,3.93
2025-05-23 18:42:00,0.00,0.10,18.00,41.00,59.00,-2.00,2.00,-9.00,10.00,0.00,997.47,931.64,964.555,-31.17,,26.74,83.70,1.00,1.33,41.83,1.00,29.08,7.15,83.97,1.00,8.91,52320.15,1.00,0.00,1435.74,1.87,43909.73,122.21,1.00,1.00,42.13,931.64,1.00,0.00,42205.55,1.00,1303.12,114.53,1.00,113.83,-31.17,38561.97,19.36,11.41,4.08,35.55,96.34,0.04,3.78
2025-05-23 18:44:00,0.00,7.20,18.00,43.00,59.00,-2.00,2.00,-9.00,10.00,0.00,993.83,931.73,962.78,-30.90,,26.76,83.66,1.00,1.39,41.87,1.00,29.36,8.17,83.98,1.00,8.89,52320.45,1.00,0.00,1437.78,1.87,43909.79,122.89,1.00,1.00,83.85,931.73,1.00,0.00,42205.55,1.00,1320.21,114.79,1.00,114.15,-30.90,39060.45,20.14,11.29,4.33,34.94,67.96,0.04,4.00
2025-05-23 18:46:00,0.00,0.10,18.00,45.00,59.00,272.00,277.00,277.00,289.00,0.00,990.98,930.91,960.945,-36.20,,26.76,83.63,1.00,1.20,40.05,1.00,28.90,7.06,84.01,1.00,8.92,52320.69,1.00,0.00,1431.85,1.87,43909.84,123.40,1.00,1.00,67.72,932.52,1.00,0.00,42205.55,1.00,1287.50,114.98,1.00,114.15,-36.20,38295.65,19.09,11.24,3.91,54.90,75.49,0.04,3.75
2025-05-23 18:48:00,0.00,0.00,18.00,47.00,39.00,272.00,277.00,277.00,289.00,0.00,988.88,927.17,958.025,-49.54,,26.74,83.62,1.00,1.17,39.43,1.00,29.23,7.22,84.00,1.00,8.91,52321.01,1.00,0.00,1439.68,1.89,43909.91,123.81,1.00,1.00,45.43,927.08,1.00,0.00,42205.55,1.00,1318.89,115.24,1.00,114.25,-49.54,39621.11,18.97,11.50,4.14,47.89,75.48,0.05,4.38
2025-05-23 18:50:00,0.00,0.10,18.00,49.00,49.00,546.00,544.00,546.00,555.00,0.00,984.57,918.58,951.575,-37.16,,26.75,83.48,1.00,1.24,40.54,1.00,29.49,7.53,84.00,1.00,8.90,52321.34,1.00,0.00,1434.95,1.88,43909.98,124.67,1.00,1.00,21.11,918.48,1.00,0.00,42205.55,1.00,1331.94,115.42,1.00,114.39,-37.16,38517.08,20.62,11.42,4.11,49.14,96.77,0.02,4.55
2025-05-23 18:52:00,0.00,0.10,18.00,51.00,59.00,823.00,815.00,815.00,823.00,0.00,981.54,912.69,947.115,-58.19,,26.78,83.03,1.00,1.38,40.79,1.00,29.46,7.24,83.97,1.00,8.90,52321.63,1.00,0.00,1435.00,1.87,43910.04,125.24,1.00,1.00,77.41,912.69,1.00,0.00,42205.55,1.00,1325.49,115.70,1.00,114.39,-58.19,39320.36,20.19,11.22,4.06,57.83,87.08,0.04,5.03
2025-05-23 18:54:00,0.00,6.30,18.00,53.00,59.00,823.00,815.00,815.00,823.00,0.00,979.98,903.52,941.75,-53.62,,26.78,83.52,1.00,1.32,42.33,1.00,29.32,7.22,84.00,1.00,8.88,52321.93,1.00,0.00,1434.95,1.86,43910.10,125.81,1.00,1.00,41.31,903.52,1.00,0.00,42205.55,1.00,1323.54,115.95,1.00,114.69,-53.62,38155.55,19.97,11.38,3.97,79.15,60.93,0.05,4.95
2025-05-23 18:56:00,0.00,3.00,18.00,55.00,59.00,1095.00,1082.00,1085.00,1091.00,0.00,979.82,900.68,940.25,22.50,,26.81,83.08,1.00,1.30,41.57,1.00,29.39,6.85,84.01,1.00,8.91,52322.23,1.00,0.00,1434.49,1.84,43910.16,126.42,1.00,1.00,125.78,900.68,1.00,0.00,42205.55,1.00,1333.82,116.20,1.00,114.83,22.50,38415.16,20.80,11.25,3.99,67.76,67.30,0.04,5.21
2025-05-23 18:58:00,0.00,3.50,18.00,57.00,59.00,1218.00,1203.00,1126.00,1126.00,0.00,980.20,901.09,940.645,-49.33,,26.77,83.27,1.00,1.22,39.46,1.00,29.82,6.69,83.97,1.00,8.93,52322.52,1.00,0.00,1434.49,1.86,43910.22,127.10,1.00,1.00,78.19,901.09,1.00,0.00,42205.55,1.00,1354.24,116.44,1.00,114.93,-49.33,39615.00,20.75,11.04,4.21,80.87,86.61,0.04,5.52
2025-05-23 19:00:00,0.00,3.50,18.00,59.00,59.00,0.00,-25.00,0.00,9.00,0.00,979.98,899.93,939.955,-26.81,,26.83,83.35,1.00,1.25,39.37,1.00,31.06,7.67,83.98,1.00,8.88,52322.82,1.00,0.00,1433.10,1.85,43910.29,127.76,1.00,1.00,23.91,899.65,1.00,0.00,42205.55,1.00,1430.14,116.72,1.00,115.26,-26.81,40105.01,20.91,11.10,4.44,80.70,75.40,0.04,5.70
2025-05-23 19:02:00,0.00,3.50,19.00,1.00,59.00,0.00,-25.00,0.00,9.00,0.00,978.90,899.62,939.26,-24.25,,26.78,83.17,1.00,1.13,38.25,1.00,29.99,7.44,83.99,1.00,8.92,52323.11,1.00,0.00,1437.04,1.84,43910.35,128.53,1.00,1.00,15.56,899.53,1.00,0.00,42205.55,1.00,1366.04,117.00,1.00,115.49,-24.25,38137.43,21.16,10.86,4.40,87.83,104.92,0.04,5.55
2025-05-23 19:04:00,0.00,8.30,19.00,3.00,59.00,294.00,265.00,284.00,286.00,0.00,982.43,901.74,942.085,-38.45,,26.74,83.04,1.00,1.26,41.45,1.00,30.06,6.94,84.00,1.00,8.91,52323.41,1.00,0.00,1434.95,1.77,43910.41,129.10,1.00,1.00,47.98,901.74,1.00,0.00,42205.55,1.00,1376.46,117.33,1.00,115.59,-38.45,39895.39,20.74,10.88,4.45,96.28,98.73,0.04,6.32
2025-05-23 19:06:00,0.00,3.60,19.00,5.00,59.00,564.00,533.00,553.00,552.00,0.00,986.55,900.71,943.63,-48.05,,26.74,83.63,1.00,1.35,42.22,1.00,29.80,7.32,84.00,1.00,8.91,52323.71,1.00,0.00,1436.39,1.77,43910.46,130.13,1.00,1.00,118.78,900.71,1.00,0.00,42205.55,1.00,1352.08,117.66,1.00,115.99,-48.05,38171.10,22.20,10.73,4.10,88.72,89.03,0.04,6.78
2025-05-23 19:08:00,0.00,3.60,19.00,7.00,59.00,564.00,533.00,553.00,552.00,0.00,986.19,900.99,943.59,-50.34,,26.79,83.66,1.00,1.21,39.20,1.00,29.53,7.89,83.98,1.00,8.91,52324.00,1.00,0.00,1431.71,2.17,43910.53,130.81,1.00,1.00,55.00,900.99,1.00,0.00,42205.55,1.00,1333.19,117.99,1.00,116.12,-50.34,38482.71,20.35,10.93,4.05,100.09,103.15,0.04,6.89
2025-05-23 19:10:00,0.00,1.70,19.00,9.00,59.00,835.00,804.00,822.00,817.00,0.00,986.35,900.96,943.655,-19.76,,26.78,83.34,1.00,1.24,39.05,1.00,30.07,7.44,83.97,1.00,8.92,52324.30,1.00,0.00,1436.39,2.16,43910.61,130.01,1.00,1.00,93.63,900.96,1.00,0.00,42205.55,1.00,1371.18,118.34,1.00,116.36,-19.76,39074.25,22.15,10.94,4.54,57.90,93.07,0.04,7.37
2025-05-23 19:12:00,0.00,3.60,19.00,11.00,59.00,835.00,804.00,822.00,817.00,0.00,986.26,903.90,945.08,-57.96,,26.81,83.40,1.00,1.28,41.75,1.00,29.75,8.32,84.00,1.00,8.89,52324.55,1.00,0.00,1435.60,2.16,43910.66,128.93,1.00,1.00,107.85,903.12,1.00,0.00,42205.55,1.00,1346.60,118.54,1.00,116.60,-57.96,37331.98,21.99,10.98,4.30,50.66,99.56,0.04,5.85
2025-05-23 19:14:00,0.00,0.80,19.00,13.00,39.00,1110.00,1077.00,1093.00,1086.00,0.00,986.23,905.59,945.91,-42.01,,26.74,83.56,1.00,1.33,39.75,1.00,29.98,7.33,84.00,1.00,8.90,52324.87,1.00,0.00,1434.95,2.17,43910.74,127.59,1.00,1.00,8.39,904.99,1.00,0.00,42205.55,1.00,1350.97,118.69,1.00,116.69,-42.01,38124.21,21.94,10.73,4.22,37.36,92.85,0.07,5.33
2025-05-23 19:16:00,0.00,7.40,19.00,15.00,49.00,1289.00,1257.00,1239.00,1221.00,0.00,986.29,905.15,945.72,-38.81,,26.78,83.43,1.00,1.26,39.21,1.00,29.81,7.27,84.01,1.00,8.91,52325.19,1.00,0.00,1431.67,2.17,43910.82,126.84,1.00,1.00,106.59,904.99,1.00,0.00,42205.55,1.00,1354.72,118.71,1.00,117.02,-38.81,37735.48,22.13,10.62,3.99,41.56,104.69,0.07,5.59
2025-05-23 19:18:00,0.00,6.40,19.00,17.00,59.00,0.00,-25.00,-4.00,9.00,0.00,986.32,906.74,946.53,-50.13,,26.72,83.55,1.00,1.13,37.83,1.00,30.38,6.94,84.02,1.00,8.89,52325.49,1.00,0.00,1432.92,2.17,43910.89,126.32,1.00,1.00,86.56,906.74,1.00,0.00,42205.55,1.00,1388.96,118.67,1.00,116.90,-50.13,38765.99,22.67,10.73,4.24,16.86,87.18,0.04,5.34
2025-05-23 19:20:00,0.00,0.00,19.00,19.00,59.00,0.00,-25.00,-4.00,8.00,0.00,986.04,911.69,948.865,-47.97,,26.76,82.96,1.00,1.22,41.00,1.00,29.56,8.02,84.00,1.00,8.90,52325.79,1.00,0.00,1434.95,2.16,43910.96,125.85,1.00,1.00,72.26,911.69,1.00,0.00,42205.55,1.00,1338.19,118.59,1.00,117.04,-47.97,37257.55,22.69,10.47,3.53,14.49,86.43,0.04,4.34
2025-05-23 19:22:00,0.00,0.10,19.00,21.00,59.00,293.00,268.00,275.00,283.00,0.00,985.68,914.38,950.03,-60.04,,26.78,83.44,1.00,1.14,37.78,1.00,29.41,6.45,83.99,1.00,8.88,52326.08,1.00,0.00,1431.67,2.18,43911.04,125.01,1.00,1.00,111.43,914.38,1.00,0.00,42205.55,1.00,1341.81,118.46,1.00,117.00,-60.04,38747.41,21.44,10.66,4.12,11.63,118.20,0.04,3.78
2025-05-23 19:24:00,0.00,0.10,19.00,23.00,59.00,293.00,268.00,275.00,283.00,0.00,985.43,919.71,952.57,-41.42,,26.68,83.24,1.00,1.25,43.51,1.00,29.36,7.14,84.00,1.00,8.89,52326.38,1.00,0.00,1432.92,1.76,43911.10,124.79,1.00,1.00,113.43,919.71,1.00,0.00,42205.55,1.00,1345.62,118.26,1.00,116.81,-41.42,37874.48,20.83,10.82,4.29,19.18,99.78,0.04,3.97
2025-05-23 19:26:00,0.00,0.10,19.00,25.00,59.00,293.00,268.00,275.00,283.00,0.00,985.59,922.97,954.28,-34.07,,26.76,83.69,1.00,1.28,42.18,1.00,30.08,7.77,84.02,1.00,8.89,52326.68,1.00,0.00,1438.89,1.77,43911.16,125.85,1.00,1.00,36.00,922.97,1.00,0.00,42205.55,1.00,1379.38,118.08,1.00,116.81,-34.07,39755.83,20.73,10.75,4.51,12.31,95.38,0.07,3.11
2025-05-23 19:28:00,0.00,0.10,19.00,27.00,59.00,564.00,537.00,548.00,552.00,0.00,985.84,923.69,954.765,-45.88,,26.80,83.39,1.00,1.23,38.29,1.00,29.61,6.54,83.99,1.00,8.91,52326.97,1.00,0.00,1434.35,1.76,43911.21,127.50,1.00,1.00,83.81,923.60,1.00,0.00,42205.55,1.00,1341.11,118.03,1.00,116.81,-45.88,38032.47,21.69,10.52,4.41,16.00,88.50,0.04,3.07
2025-05-23 19:30:00,0.00,0.10,19.00,29.00,59.00,564.00,537.00,548.00,552.00,0.00,986.00,918.58,952.29,-57.64,,26.76,83.62,1.00,1.29,40.72,1.00,29.45,6.85,84.00,1.00,8.91,52327.27,1.00,0.00,1433.10,1.78,43911.27,128.60,1.00,1.00,71.89,918.67,1.00,0.00,42205.55,1.00,1347.78,118.12,1.00,116.81,-57.64,38390.25,21.58,10.90,4.71,17.71,100.11,0.04,3.74
2025-05-23 19:32:00,0.00,0.10,19.00,31.00,59.00,834.00,806.00,819.00,819.00,0.00,986.00,917.39,951.695,-36.98,,26.80,83.16,1.00,1.36,39.79,1.00,29.46,7.06,83.97,1.00,8.90,52327.56,1.00,0.00,1436.25,1.75,43911.33,129.31,1.00,1.00,207.81,917.39,1.00,0.00,42205.55,1.00,1337.01,118.28,1.00,116.90,-36.98,37451.89,21.00,10.82,4.08,14.49,119.81,0.04,3.99
2025-05-23 19:34:00,0.00,0.10,19.00,33.00,59.00,834.00,806.00,819.00,819.00,0.00,985.68,912.84,949.26,-45.86,,26.82,83.20,1.00,1.34,42.28,1.00,29.78,7.64,83.97,1.00,8.90,52327.86,1.00,0.00,1432.92,1.77,43911.39,129.81,1.00,1.00,7.83,912.84,1.00,0.00,42205.55,1.00,1358.68,118.52,1.00,117.00,-45.86,38924.85,21.07,10.85,4.39,25.16,141.55,0.04,3.72
2025-05-23 19:36:00,0.00,7.80,19.00,35.00,59.00,834.00,806.00,819.00,819.00,0.00,985.14,918.98,952.06,-51.52,,26.72,83.50,1.00,1.19,39.11,1.00,29.89,7.27,84.02,1.00,8.89,52328.16,1.00,0.00,1434.35,1.71,43911.45,130.35,1.00,1.00,96.54,918.98,1.00,0.00,42205.55,1.00,1365.83,118.71,1.00,117.12,-51.52,38207.38,21.27,10.50,4.36,29.17,126.97,0.04,3.97
